OrigColNameFromRNAExpressionValue_RNA_TaxaName,Tissue,TissueWODate,RNA_TaxaName,RNA_TaxaName_WOUnderscoreOrDot,HMP32Name,RawPhenotypeNames,CarotToco_GBSNames,AmesName,GRMZM2G057459,GRMZM2G148807
KAKRNA3_GShoot_CML157Q_TTAACT,GShoot,GShoot,CML157Q,CML157Q,282set_CML157Q,CML157Q,CML157Q:8042MABXX:2:H11,Ames27084,2.00991,1.43565
KAKRNA4_10346258_GRoot_CML157Q_TTAACT,GRoot,GRoot,CML157Q,CML157Q,282set_CML157Q,CML157Q,CML157Q:8042MABXX:2:H11,Ames27084,0.39554,1.18663
KAKRNA23_10346932_L3Base_CML157Q_GGCTGC,L3Base,L3Base,CML157Q,CML157Q,282set_CML157Q,CML157Q,CML157Q:8042MABXX:2:H11,Ames27084,0.39939,1.99693
KAKRNA24_L3Tip_CML157Q_GGCTGC,L3Tip,L3Tip,CML157Q,CML157Q,282set_CML157Q,CML157Q,CML157Q:8042MABXX:2:H11,Ames27084,0.67358,16.16581
KAKRNA18_Kern_CML157Q_TCTTAA,Kern,Kern,CML157Q,CML157Q,282set_CML157Q,CML157Q,CML157Q:8042MABXX:2:H11,Ames27084,0,1.38654
10343264_LMAD26_CML158Q_TGCTAT,LMAD26,LMAD,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,0,39.48385
10344827_LMAN26_CML158Q_ATAAGA,LMAN26,LMAN,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,0.43245,13.4058
KAKRNA3_GShoot_CML158Q_ATGAAC,GShoot,GShoot,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,1.05904,1.76506
KAKRNA4_10346258_GRoot_CML158Q_ATGAAC,GRoot,GRoot,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,0.81096,1.62191
KAKRNA23_10346932_L3Base_CML158Q_AATCCG,L3Base,L3Base,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,0.57571,1.72714
KAKRNA24_L3Tip_CML158Q_AATCCG,L3Tip,L3Tip,CML158Q,CML158Q,282set_CML158Q,CML158Q,CML158Q,Ames27085,0.88486,11.50323
10343264_LMAD26_CML218_CGCGGA,LMAD26,LMAD,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0,31.78659
10344827_LMAN26_CML218_TCAGGA,LMAN26,LMAN,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0.8123,13.53838
KAKRNA3_GShoot_CML218_CAGATG,GShoot,GShoot,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0.79372,1.58745
KAKRNA4_10346258_GRoot_CML218_CAGATG,GRoot,GRoot,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0.70195,0
KAKRNA23_10346932_L3Base_CML218_GTGCCA,L3Base,L3Base,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,1.79554,1.79554
KAKRNA24_L3Tip_CML218_GTGCCA,L3Tip,L3Tip,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0,22.46061
KAKRNA18_Kern_CML218_GCGAAT,Kern,Kern,CML218,CML218,282set_CML218,CML218,CML218:8042MABXX:4:D2,Ames27086,0,0.37111
10343264_LMAD26_CML220_GTTACC,LMAD26,LMAD,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,1.17479,25.84533
10344827_LMAN26_CML220_GGTATA,LMAN26,LMAN,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0.288,9.79211
KAKRNA14_GShoot_CML220_GTGTAG,GShoot,GShoot,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0.35279,1.41115
KAKRNA2_10346259_GRoot_CML220_TTAACT,GRoot,GRoot,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0,0
KAKRNA20_10346930_L3Base_CML220_AACCGA,L3Base,L3Base,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0,3.09796
KAKRNA21_10346931_L3Tip_CML220_AACCGA,L3Tip,L3Tip,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0,25.87874
KAKRNA17_Kern_CML220_TGACAC,Kern,Kern,CML220,CML220,282set_CML220,CML220,CML220:8042MABXX:2:A9,Ames27087,0,1.45948
10343264_LMAD26_CML228_CCGCAA,LMAD26,LMAD,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,14.72363
KAKRNA14_LMAN26_CML228_ACATTA,LMAN26,LMAN,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,12.06709
KAKRNA3_GShoot_CML228_GGTATA,GShoot,GShoot,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0.64394,1.28788
KAKRNA4_10346258_GRoot_CML228_GGTATA,GRoot,GRoot,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0.31854,0
KAKRNA28_L3Base_CML228_AAGACA,L3Base,L3Base,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,2.23518
KAKRNA28_L3Mid_CML228_ACATTA,L3Mid,L3Mid,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,1.23182,14.78179
KAKRNA28_L3Tip_CML228_AATAGC,L3Tip,L3Tip,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,15.84401
KAKRNA18_Kern_CML228_GATTGT,Kern,Kern,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,0.79137
KAKRNA16_Kern_CML228_ACATTA,Kern,Kern,CML228,CML228,282set_CML228,CML228,CML228,Ames27088,0,0.25295
10343264_LMAD26_CML238_CCAATT,LMAD26,LMAD,CML238,CML238,282set_CML238,CML238,CML238:8042MABXX:2:H9,Ames27089,1.21844,23.15037
10344823_GShoot_CML238_TGGCGA,GShoot,GShoot,CML238,CML238,282set_CML238,CML238,CML238:8042MABXX:2:H9,Ames27089,1.45201,0.72601
10344827_LMAN26_CML238_TAGGCT,LMAN26,LMAN,CML238,CML238,282set_CML238,CML238,CML238:8042MABXX:2:H9,Ames27089,0.94486,10.07855
KAKRNA23_10346932_L3Base_CML238_TGCACG,L3Base,L3Base,CML238,CML238,282set_CML238,CML238,CML238:8042MABXX:2:H9,Ames27089,2.54265,1.52559
KAKRNA24_L3Tip_CML238_TGCACG,L3Tip,L3Tip,CML238,CML238,282set_CML238,CML238,CML238:8042MABXX:2:H9,Ames27089,0.70493,7.04928
KAKRNA5_GShoot_CML247_GGCCAA,GShoot,GShoot,CML247,CML247,282set_CML247,CML247,CML247:8042MABXX:4:F11,PI595541,0.73873,3.20116
KAKRNA6_10346261_GRoot_CML247_GGCCAA,GRoot,GRoot,CML247,CML247,282set_CML247,CML247,CML247:8042MABXX:4:F11,PI595541,0,2.76392
KAKRNA20_10346930_L3Base_CML247_ACACGC,L3Base,L3Base,CML247,CML247,282set_CML247,CML247,CML247:8042MABXX:4:F11,PI595541,0.94798,3.08094
KAKRNA21_10346931_L3Tip_CML247_ACACGC,L3Tip,L3Tip,CML247,CML247,282set_CML247,CML247,CML247:8042MABXX:4:F11,PI595541,0,72.47606
KAKRNA5_GShoot_CML254_AGGCAT,GShoot,GShoot,CML254,CML254,282set_CML254,CML254,CML254:8042MABXX:3:H11,PI595542,1.91453,0.95726
KAKRNA6_10346261_GRoot_CML254_AGGCAT,GRoot,GRoot,CML254,CML254,282set_CML254,CML254,CML254:8042MABXX:3:H11,PI595542,0,2.03527
KAKRNA27_10346929_L3Tip_CML254_GTCAGG,L3Tip,L3Tip,CML254,CML254,282set_CML254,CML254,CML254:8042MABXX:3:H11,PI595542,0,23.92846
KAKRNA26_L3Base_CML254_GTCAGG,L3Base,L3Base,CML254,CML254,282set_CML254,CML254,CML254:8042MABXX:3:H11,PI595542,0,0.70086
KAKRNA14_GShoot_CML258_GTGCCA,GShoot,GShoot,CML258,CML258,282set_CML258,CML258,CML258,Ames27090,0.45139,1.80557
KAKRNA2_10346259_GRoot_CML258_CCTAAG,GRoot,GRoot,CML258,CML258,282set_CML258,CML258,CML258,Ames27090,0,2.52619
KAKRNA23_10346932_L3Base_CML258_AACAAG,L3Base,L3Base,CML258,CML258,282set_CML258,CML258,CML258,Ames27090,1.98026,9.90132
KAKRNA24_L3Tip_CML258_AACAAG,L3Tip,L3Tip,CML258,CML258,282set_CML258,CML258,CML258,Ames27090,2.97389,26.76497
10343264_LMAD26_CML261_TATGTC,LMAD26,LMAD,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,0.38531,49.3198
KAKRNA14_LMAN26_CML261_GAACCT,LMAN26,LMAN,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,0,29.20619
KAKRNA5_GShoot_CML261_CGCAAC,GShoot,GShoot,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,0,6.35503
KAKRNA6_10346261_GRoot_CML261_CGCAAC,GRoot,GRoot,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,1.07528,1.07528
KAKRNA23_10346932_L3Base_CML261_AGACCA,L3Base,L3Base,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,0.566,2.82998
KAKRNA24_L3Tip_CML261_AGACCA,L3Tip,L3Tip,CML261,CML261,282set_CML261,CML261,CML261,Ames27091,0,33.8751
KAKRNA14_GShoot_CML264_ATACTG,GShoot,GShoot,CML264,CML264,282set_CML264,CML264,CML264,PI595544,0.38253,1.14759
KAKRNA2_10346259_GRoot_CML264_GCTCGA,GRoot,GRoot,CML264,CML264,282set_CML264,CML264,CML264,PI595544,0.46965,0
10343264_LMAD26_CML277_AATAGC,LMAD26,LMAD,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,1.27388,24.84072
10344827_LMAN26_CML277_GCATGG,LMAN26,LMAN,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,0,11.23988
KAKRNA3_GShoot_CML277_AGTACT,GShoot,GShoot,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,1.73814,0.99323
KAKRNA4_10346258_GRoot_CML277_AGTACT,GRoot,GRoot,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,0,0
KAKRNA28_L3Base_CML277_CAGATG,L3Base,L3Base,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,0.40209,2.81462
KAKRNA28_L3Mid_CML277_GAACCT,L3Mid,L3Mid,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,0,18.54723
KAKRNA28_L3Tip_CML277_CCTAAG,L3Tip,L3Tip,CML277,CML277,282set_CML277,CML277,CML277:8042MABXX:2:F6,PI595550,0,13.62513
10344823_GShoot_CML281_GATCAC,GShoot,GShoot,CML281,CML281,282set_CML281,CML281,CML281,Ames27092,2.14115,2.56938
KAKRNA27_10346929_L3Tip_CML281_AGACCA,L3Tip,L3Tip,CML281,CML281,282set_CML281,CML281,CML281,Ames27092,0,43.38868
KAKRNA26_L3Base_CML281_AGACCA,L3Base,L3Base,CML281,CML281,282set_CML281,CML281,CML281,Ames27092,0.25081,2.50808
10344823_GShoot_CML287_CACTAA,GShoot,GShoot,CML287,CML287,282set_CML287,CML287,CML287:8042MABXX:2:E3,PI595565,0,3.90098
10344823_GShoot_CML311_TAATCG,GShoot,GShoot,CML311,CML311,282set_CML311,CML311,CML311:8042MABXX:2:F12,Ames27093,1.28269,1.28269
KAKRNA28_L3Base_CML311_TACCTT,L3Base,L3Base,CML311,CML311,282set_CML311,CML311,CML311:8042MABXX:2:F12,Ames27093,2.11839,2.11839
KAKRNA28_L3Mid_CML311_AAGTGG,L3Mid,L3Mid,CML311,CML311,282set_CML311,CML311,CML311:8042MABXX:2:F12,Ames27093,0.97725,1.95451
KAKRNA28_L3Tip_CML311_GGCCAA,L3Tip,L3Tip,CML311,CML311,282set_CML311,CML311,CML311:8042MABXX:2:F12,Ames27093,0,6.60561
10343264_LMAD26_CML314_TACCTT,LMAD26,LMAD,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0,23.39809
10344827_LMAN26_CML314_GACATC,LMAN26,LMAN,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,1.34174,10.19719
KAKRNA5_GShoot_CML314_CTCATA,GShoot,GShoot,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0.94852,0.81302
KAKRNA6_10346261_GRoot_CML314_CTCATA,GRoot,GRoot,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0.68885,1.37771
KAKRNA27_10346929_L3Tip_CML314_CTCTCG,L3Tip,L3Tip,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0,23.81508
KAKRNA26_L3Base_CML314_CTCTCG,L3Base,L3Base,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0,0
KAKRNA18_Kern_CML314_GGTGAG,Kern,Kern,CML314,CML314,282set_CML314,CML314,CML314:8042MABXX:3:G1,Ames27094,0,0.84683
KAKRNA3_GShoot_CML321_CAGCGT,GShoot,GShoot,CML321,CML321,282set_CML321,CML321,CML321,Ames27095,0.53867,1.07734
KAKRNA4_10346258_GRoot_CML321_CAGCGT,GRoot,GRoot,CML321,CML321,282set_CML321,CML321,CML321,Ames27095,0,0.34342
KAKRNA28_L3Base_CML321_GGAGGT,L3Base,L3Base,CML321,CML321,282set_CML321,CML321,CML321,Ames27095,1.21645,3.95345
KAKRNA28_L3Mid_CML321_TTGGTA,L3Mid,L3Mid,CML321,CML321,282set_CML321,CML321,CML321,Ames27095,0,13.67645
KAKRNA28_L3Tip_CML321_CTCATA,L3Tip,L3Tip,CML321,CML321,282set_CML321,CML321,CML321,Ames27095,0,16.7869
10343264_LMAD26_CML322_GAAGTG,LMAD26,LMAD,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,0,18.4976
10344823_GShoot_CML322_GTTACC,GShoot,GShoot,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,0.58919,0
10344827_LMAN26_CML322_TTCGAG,LMAN26,LMAN,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,0.39026,8.19536
KAKRNA20_10346930_L3Base_CML322_TCGAGG,L3Base,L3Base,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,2.70848,0.90283
KAKRNA21_10346931_L3Tip_CML322_TCGAGG,L3Tip,L3Tip,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,0.45357,14.51409
KAKRNA17_Kern_CML322_TAGGCT,Kern,Kern,CML322,CML322,282set_CML322,CML322,CML322:8042MABXX:4:D7,Ames27096,0,3.5958
10343264_LMAD26_CML323_GCAGCC,LMAD26,LMAD,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,32.15882
10344823_LMid_CML323_CATCTA,L3Mid,L3Mid,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,5.39052
10344825_L3Base_CML323_CATCTA,L3Base,L3Base,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,2.54787,1.853
10344827_LMAN26_CML323_GTGCCA,LMAN26,LMAN,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,15.27196
KAKRNA14_GShoot_CML323_AATAGC,GShoot,GShoot,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0.50136,1.00271
KAKRNA2_10346259_GRoot_CML323_GCATGG,GRoot,GRoot,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0.91946,0.61298
KAKRNA23_10346932_L3Base_CML323_AGTACT,L3Base,L3Base,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,0.44861
KAKRNA24_L3Tip_CML323_AGTACT,L3Tip,L3Tip,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,14.09161
KAKRNA17_Kern_CML323_ACATTA,Kern,Kern,CML323,CML323,282set_CML323,CML323,CML323:8042MABXX:2:H6,Ames27097,0,0.26783
10343927_LMAN8_CML328_TTGGTA,LMAN8,LMAN,CML328,CML328,282set_CML328,CML328,CML328,Ames27098,1.81756,8.48195
KAKRNA3_GShoot_CML328_CTCTCG,GShoot,GShoot,CML328,CML328,282set_CML328,CML328,CML328,Ames27098,0.53777,3.7644
KAKRNA4_10346258_GRoot_CML328_CTCTCG,GRoot,GRoot,CML328,CML328,282set_CML328,CML328,CML328,Ames27098,0,0
KAKRNA20_10346930_L3Base_CML328_ACATTA,L3Base,L3Base,CML328,CML328,282set_CML328,CML328,CML328,Ames27098,0,1.65801
KAKRNA21_10346931_L3Tip_CML328_ACATTA,L3Tip,L3Tip,CML328,CML328,282set_CML328,CML328,CML328,Ames27098,0,13.36265
10343264_LMAD26_CML331_TGCACG,LMAD26,LMAD,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,0.40267,23.75767
KAKRNA14_LMAN26_CML331_ACAACG,LMAN26,LMAN,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,0.86042,6.88334
KAKRNA3_GShoot_CML331_CGTCGC,GShoot,GShoot,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,2.53989,1.90492
KAKRNA4_10346258_GRoot_CML331_CGTCGC,GRoot,GRoot,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,0.4509,0
KAKRNA27_10346929_L3Tip_CML331_TAGGCT,L3Tip,L3Tip,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,0,37.5957
KAKRNA26_L3Base_CML331_TAGGCT,L3Base,L3Base,CML331,CML331,282set_CML331,CML331,CML331,Ames27099,0.80694,2.95879
KAKRNA5_GShoot_CML332_CGCCTG,GShoot,GShoot,CML332,CML332,282set_CML332,CML332,CML332:8042MABXX:2:D10,Ames27100,0.55953,1.95835
KAKRNA6_10346261_GRoot_CML332_CGCCTG,GRoot,GRoot,CML332,CML332,282set_CML332,CML332,CML332:8042MABXX:2:D10,Ames27100,1.22211,1.22211
KAKRNA28_L3Base_CML332_TGCTAT,L3Base,L3Base,CML332,CML332,282set_CML332,CML332,CML332:8042MABXX:2:D10,Ames27100,0.98818,2.47044
KAKRNA28_L3Mid_CML332_GACGAT,L3Mid,L3Mid,CML332,CML332,282set_CML332,CML332,CML332:8042MABXX:2:D10,Ames27100,0,18.60348
KAKRNA28_L3Tip_CML332_CTCCAT,L3Tip,L3Tip,CML332,CML332,282set_CML332,CML332,CML332:8042MABXX:2:D10,Ames27100,0,20.68665
10343264_LMAD26_CML333_TGGATT,LMAD26,LMAD,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,0.56558,46.37726
10344827_LMAN26_CML333_ACCAGT,LMAN26,LMAN,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,0,18.6339
KAKRNA3_GShoot_CML333_CAACAG,GShoot,GShoot,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,0.39943,3.19544
KAKRNA4_10346258_GRoot_CML333_CAACAG,GRoot,GRoot,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,0.36762,2.2057
KAKRNA23_10346932_L3Base_CML333_TGGATT,L3Base,L3Base,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,1.05994,4.87571
KAKRNA24_L3Tip_CML333_TGGATT,L3Tip,L3Tip,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,1.74883,17.48833
KAKRNA16_Kern_CML333_TCGTTC,Kern,Kern,CML333,CML333,282set_CML333,CML333,CML333:8042MABXX:2:D9,Ames27101,0.2499,2.99885
10343264_LMAD26_CML341_CTAGTC,LMAD26,LMAD,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0.31134,36.42633
KAKRNA14_GShoot_CML341_GCCACA,GShoot,GShoot,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0,1.16412
KAKRNA14_LMAN26_CML341_AGTTGA,LMAN26,LMAN,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0,24.4142
KAKRNA2_10346259_GRoot_CML341_AGACCA,GRoot,GRoot,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0.75904,0.37952
KAKRNA27_10346929_L3Tip_CML341_GCGAAT,L3Tip,L3Tip,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0,21.0686
KAKRNA26_L3Base_CML341_GCGAAT,L3Base,L3Base,CML341,CML341,282set_CML341,CML341,CML341,Ames27102,0.88464,1.76928
10343264_LMAD26_CML38_CAGGAC,LMAD26,LMAD,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0,28.61614
10344827_LMAN26_CML38_GCTCGA,LMAN26,LMAN,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0,13.35535
KAKRNA5_GShoot_CML38_GCGCTG,GShoot,GShoot,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0.47186,0.47186
KAKRNA6_10346261_GRoot_CML38_GCGCTG,GRoot,GRoot,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,2.01406,0
KAKRNA27_10346929_L3Tip_CML38_TCAGGA,L3Tip,L3Tip,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0.90397,13.55958
KAKRNA26_L3Base_CML38_TCAGGA,L3Base,L3Base,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0.45832,0.45832
KAKRNA17_Kern_CML38_GCATGG,Kern,Kern,CML38,CML38,282set_CML38,CML38,CML38:8042MABXX:4:C7,PI595534,0.1892,0
KAKRNA3_GShoot_CML45_TGTGCA,GShoot,GShoot,CML45,CML45,282set_CML45,CML45,CML45,Ames27076,1.41564,1.69877
KAKRNA4_10346258_GRoot_CML45_TGTGCA,GRoot,GRoot,CML45,CML45,282set_CML45,CML45,CML45,Ames27076,0,1.04473
KAKRNA28_L3Base_CML45_CCGACC,L3Base,L3Base,CML45,CML45,282set_CML45,CML45,CML45,Ames27076,1.72639,7.25084
KAKRNA28_L3Mid_CML45_TGGATT,L3Mid,L3Mid,CML45,CML45,282set_CML45,CML45,CML45,Ames27076,0,44.26434
KAKRNA28_L3Tip_CML45_ACAGAT,L3Tip,L3Tip,CML45,CML45,282set_CML45,CML45,CML45,Ames27076,0,50.54622
10344823_GShoot_CML5_AGAATC,GShoot,GShoot,CML5,CML5,282set_CML5,CML5,CML5,Ames27071,1.16059,2.32118
KAKRNA27_10346929_L3Tip_CML5_AGATAG,L3Tip,L3Tip,CML5,CML5,282set_CML5,CML5,CML5,Ames27071,0,33.62309
KAKRNA26_L3Base_CML5_AGATAG,L3Base,L3Base,CML5,CML5,282set_CML5,CML5,CML5,Ames27071,2.75375,3.90114
10344823_GShoot_CML52_CAACAG,GShoot,GShoot,CML52,CML52,282set_CML52,CML52,CML52:8042MABXX:2:C9,PI595561,0,0
10344823_GShoot_CML61_GAACCT,GShoot,GShoot,CML61,CML61,282set_CML61,CML61,CML61,Ames27078,0,0.91513
KAKRNA27_10346929_L3Tip_CML61_CTCCAT,L3Tip,L3Tip,CML61,CML61,282set_CML61,CML61,CML61,Ames27078,0.81693,21.24016
KAKRNA26_L3Base_CML61_CTCCAT,L3Base,L3Base,CML61,CML61,282set_CML61,CML61,CML61,Ames27078,0,1.11568
10343264_LMAD26_CML69_GACGAT,LMAD26,LMAD,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0,21.34446
10344823_GShoot_CML69_GCGAAT,GShoot,GShoot,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,1.69267,2.0312
10344825_GRoot_CML69_GCGAAT,GRoot,GRoot,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0.73688,0.36844
10344827_LMAN26_CML69_TTAACT,LMAN26,LMAN,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0,5.65412
KAKRNA28_L3Base_CML69_GCAGCC,L3Base,L3Base,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0.41786,2.50713
KAKRNA28_L3Mid_CML69_AGGCAT,L3Mid,L3Mid,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0,1.46249
KAKRNA28_L3Tip_CML69_TATGTC,L3Tip,L3Tip,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0.97869,10.76563
KAKRNA17_Kern_CML69_ACAACG,Kern,Kern,CML69,CML69,282set_CML69,CML69,CML69,Ames28184,0,0.46619
10343264_LMAN26_CML77_GCATGG,LMAN26,LMAN,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0,7.87338
10343927_LMAD26_CML77_AATAGC,LMAD26,LMAD,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0,22.40209
KAKRNA5_GShoot_CML77_GATTGT,GShoot,GShoot,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0.45272,1.35815
KAKRNA6_10346261_GRoot_CML77_GATTGT,GRoot,GRoot,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,1.726,2.589
KAKRNA27_10346929_L3Tip_CML77_TTCGAG,L3Tip,L3Tip,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0,30.24478
KAKRNA26_L3Base_CML77_TTCGAG,L3Base,L3Base,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0,0.95473
KAKRNA17_Kern_CML77_ACTCTT,Kern,Kern,CML77,CML77,282set_CML77,CML77,CML77:8042MABXX:3:D11,Ames28185,0,0.35952
10343264_LMAD26_CML91_AACGCC,LMAD26,LMAD,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0,41.44795
10344827_LMAN26_CML91_AATCCG,LMAN26,LMAN,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0,17.94278
KAKRNA3_GShoot_CML91_TGCTAT,GShoot,GShoot,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0.80314,0
KAKRNA4_10346258_GRoot_CML91_TGCTAT,GRoot,GRoot,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0.28746,0.57491
KAKRNA27_10346929_L3Tip_CML91_AAGTGG,L3Tip,L3Tip,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0,20.51006
KAKRNA26_L3Base_CML91_AAGTGG,L3Base,L3Base,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,2.86945,1.91297
KAKRNA16_Kern_CML91_CAGCGT,Kern,Kern,CML91,CML91,282set_CML91,CML91,CML91:8042MABXX:2:E12,Ames27079,0.34247,0
10344827_LMAN26_CML92_CGCGGA,LMAN26,LMAN,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0,9.69612
KAKRNA3_GShoot_CML92_CTAGTC,GShoot,GShoot,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,1.10505,1.76808
KAKRNA4_10346258_GRoot_CML92_CTAGTC,GRoot,GRoot,CML92,CML92,282set_CML92,CML92,CML92:8042MABXX:2:F3,Ames27080,0.68638,0.34319
