gid	ReadCount	CPM	FPKM	Tissue	Genotype
Zm00001d014458	30	19.02681396	5.694945814	L3Base	B73Htrhm
Zm00001d014451	2	2.578003593	0.747680857	L3Tip	CI3A
Zm00001d014456	14	18.04602515	6.051651628	L3Tip	CI3A
Zm00001d014458	41	52.84907367	15.81833992	L3Tip	CI3A
Zm00001d014451	12	4.555473416	1.321192986	L3Base	CI3A
Zm00001d014456	9	3.416605062	1.145742811	L3Base	CI3A
Zm00001d014458	44	16.70340253	4.999521858	L3Base	CI3A
Zm00001d014451	6	3.068438546	0.889918372	GShoot	CI3A
Zm00001d014456	7	3.57984497	1.200484564	GShoot	CI3A
Zm00001d014458	20	10.22812849	3.061397332	GShoot	CI3A
Zm00001d014451	8	2.938498158	0.852232645	GRoot	CI3A
Zm00001d014456	3	1.101936809	0.369529446	GRoot	CI3A
Zm00001d014458	18	6.611620857	1.978934707	GRoot	CI3A
Zm00001d014451	2	0.946313579	0.274452894	LMAD	CI64
Zm00001d014456	49	23.18468269	7.774876825	LMAD	CI64
Zm00001d014458	116	54.8861876	16.42807171	LMAD	CI64
Zm00001d014451	2	0.969977952	0.281316111	L3Base	B77
Zm00001d014456	9	4.364900783	1.463749424	L3Base	B77
Zm00001d014458	41	19.88454801	5.951675549	L3Base	B77
Zm00001d014451	11	3.543989943	1.027839311	GShoot	CI64
Zm00001d014456	7	2.255266327	0.756293202	GShoot	CI64
Zm00001d014458	54	17.39776881	5.20735373	GShoot	CI64
Zm00001d014451	1	0.353218624	0.102441596	Kern	CI3A
Zm00001d014456	4	1.412874496	0.473800971	Kern	CI3A
Zm00001d014458	8	2.825748991	0.845779405	Kern	CI3A
Zm00001d014451	1	0.430685241	0.124908713	LMAN	CI64
Zm00001d014456	33	14.21261296	4.76613446	LMAN	CI64
Zm00001d014458	90	38.76167171	11.60181733	LMAN	CI64
Zm00001d014451	6	2.862404958	0.830163851	L3Base	CI64
Zm00001d014456	4	1.908269972	0.639929568	L3Base	CI64
Zm00001d014458	27	12.88082231	3.855379321	L3Base	CI64
Zm00001d014451	0	0	0	Kern	B57
Zm00001d014456	8	3.666923958	1.229686103	Kern	B57
Zm00001d014458	16	7.333847916	2.195105632	Kern	B57
Zm00001d014451	11	5.329126554	1.545570346	L3Base	A680
Zm00001d014456	9	4.360194453	1.462171178	L3Base	A680
Zm00001d014458	39	18.89417596	5.655245724	L3Base	A680
Zm00001d014451	3	1.366485826	0.396312594	LMAN	A680
Zm00001d014456	95	43.27205114	14.51108355	LMAN	A680
Zm00001d014458	194	88.36608338	26.44899233	LMAN	A680
Zm00001d014451	0	0	0	Kern	A679
Zm00001d014456	6	2.675070735	0.897072681	Kern	A679
Zm00001d014458	4	1.78338049	0.533786438	Kern	A679
Zm00001d014451	5	2.204126333	0.639247776	GRoot	B105
Zm00001d014456	3	1.3224758	0.443486184	GRoot	B105
Zm00001d014458	17	7.494029533	2.243049845	GRoot	B105
Zm00001d014451	7	2.899879552	0.841032353	GShoot	A680
Zm00001d014456	15	6.214027611	2.083845611	GShoot	A680
Zm00001d014458	29	12.01378671	3.595865524	GShoot	A680
Zm00001d014451	10	4.767505773	1.382687289	L3Base	CI187-2
Zm00001d014456	9	4.290755196	1.438885042	L3Base	CI187-2
Zm00001d014458	54	25.74453117	7.705636389	L3Base	CI187-2
Zm00001d014451	7	2.959831361	0.858419768	GRoot	A679
Zm00001d014456	0	0	0	GRoot	A679
Zm00001d014458	20	8.456661031	2.531176603	GRoot	A679
Zm00001d014451	8	2.974583801	0.862698318	GShoot	A679
Zm00001d014456	12	4.461875702	1.496269518	GShoot	A679
Zm00001d014458	34	12.64198115	3.783891396	GShoot	A679
Zm00001d014451	1	0.455628298	0.132142778	L3Tip	A679
Zm00001d014456	85	38.72840533	12.9873928	L3Tip	A679
Zm00001d014458	119	54.21976747	16.22860445	L3Tip	A679
Zm00001d014451	9	3.449274144	1.000369531	L3Base	A679
Zm00001d014456	10	3.832526826	1.285220264	L3Base	A679
Zm00001d014458	58	22.22865559	6.653294101	L3Base	A679
Zm00001d014451	5	1.694737995	0.49151334	L3Base	C123
Zm00001d014456	2	0.677895198	0.22732904	L3Base	C123
Zm00001d014458	46	15.59158956	4.666743357	L3Base	C123
Zm00001d014451	3	1.566257167	0.454250918	GRoot	B52
Zm00001d014456	1	0.522085722	0.175079048	GRoot	B52
Zm00001d014458	17	8.875457278	2.656527171	GRoot	B52
Zm00001d014451	0	0	0	L3Tip	B52
Zm00001d014456	34	28.66935265	9.614135697	L3Tip	B52
Zm00001d014458	30	25.29648763	7.571531767	L3Tip	B52
Zm00001d014451	5	2.625231656	0.761378091	LMAD	A554
Zm00001d014456	61	32.02782621	10.74038437	LMAD	A554
Zm00001d014458	88	46.20407715	13.82941549	LMAD	A554
Zm00001d014451	7	5.596944919	1.623243886	LMAN	A554
Zm00001d014456	35	27.98472459	9.384548824	LMAN	A554
Zm00001d014458	102	81.5554831	24.41050078	LMAN	A554
Zm00001d014451	13	4.577790938	1.327665585	GShoot	A554
Zm00001d014456	11	3.873515409	1.298965596	GShoot	A554
Zm00001d014458	52	18.31116375	5.480743415	GShoot	A554
Zm00001d014451	6	2.112777172	0.6127544	L3Base	B79
Zm00001d014456	7	2.464906701	0.826595138	L3Base	B79
Zm00001d014458	56	19.71925361	5.902201019	L3Base	B79
Zm00001d014451	5	2.859776158	0.829401438	L3Base	A554
Zm00001d014456	3	1.715865695	0.575407678	L3Base	A554
Zm00001d014458	44	25.16603019	7.532484342	L3Base	A554
Zm00001d014451	2	1.436426267	0.416596945	LMAD	A556
Zm00001d014456	45	32.319591	10.83822636	LMAD	A556
Zm00001d014458	67	48.12027993	14.40295718	LMAD	A556
Zm00001d014451	1	0.885217794	0.256733699	LMAN	A556
Zm00001d014456	13	11.50783132	3.859098365	LMAN	A556
Zm00001d014458	59	52.22784986	15.63240044	LMAN	A556
Zm00001d014451	2	0.932658941	0.270492732	GShoot	A556
Zm00001d014456	9	4.196965235	1.40743301	GShoot	A556
Zm00001d014458	32	14.92254306	4.46648999	GShoot	A556
Zm00001d014451	8	2.305734006	0.668716359	GRoot	NC318
Zm00001d014456	2	0.576433502	0.193304326	GRoot	NC318
Zm00001d014458	12	3.45860101	1.035199344	GRoot	NC318
Zm00001d014451	20	5.031972571	1.459388797	GShoot	NC318
Zm00001d014456	13	3.270782171	1.096841774	GShoot	NC318
Zm00001d014458	73	18.36669988	5.497366024	GShoot	NC318
Zm00001d014451	1	1.250722964	0.362738679	L3Tip	NC318
Zm00001d014456	2	2.501445928	0.8388484	L3Tip	NC318
Zm00001d014458	18	22.51301335	6.738405672	L3Tip	NC318
Zm00001d014451	11	8.642978671	2.506664348	L3Base	NC318
Zm00001d014456	3	2.357176001	0.790468143	L3Base	NC318
Zm00001d014458	26	20.42885868	6.114594037	L3Base	NC318
Zm00001d014451	0	0	0	Kern	NC314
Zm00001d014456	1	0.400459745	0.134292336	Kern	NC314
Zm00001d014458	10	4.004597448	1.198622403	Kern	NC314
Zm00001d014451	1	0.717218572	0.208010027	L3Tip	NC314
Zm00001d014456	21	15.06159001	5.050835013	L3Tip	NC314
Zm00001d014458	33	23.66821287	7.084170269	L3Tip	NC314
Zm00001d014451	0	0	0	Kern	CH9
Zm00001d014456	11	3.80046589	1.274468776	Kern	CH9
Zm00001d014458	6	2.072981394	0.620467343	Kern	CH9
Zm00001d014451	1	0.522577339	0.151559553	LMAN	NC318
Zm00001d014456	19	9.928969443	3.329634287	LMAN	NC318
Zm00001d014458	70	36.58041374	10.94894156	LMAN	NC318
Zm00001d014451	1	0.737691183	0.213947559	LMAD	NC318
Zm00001d014456	35	25.81919141	8.658347218	LMAD	NC318
Zm00001d014458	68	50.16300044	15.01436709	LMAD	NC318
Zm00001d014451	1	0.777912271	0.225612608	L3Base	ND246
Zm00001d014456	2	1.555824541	0.521738612	L3Base	ND246
Zm00001d014458	18	14.00242087	4.191086762	L3Base	ND246
Zm00001d014451	3	2.21066852	0.641145162	L3Tip	ND246
Zm00001d014456	26	19.15912717	6.424925276	L3Tip	ND246
Zm00001d014458	84	61.89871856	18.52700346	L3Tip	ND246
Zm00001d014451	0	0	0	Kern	ND246
Zm00001d014456	6	4.56172237	1.529752639	Kern	ND246
Zm00001d014458	2	1.520574123	0.455125448	Kern	ND246
Zm00001d014451	3	0.779914793	0.226193386	LMAD	Oh7B
Zm00001d014456	117	30.41667694	10.20009287	LMAD	Oh7B
Zm00001d014458	140	36.39602369	10.89375148	LMAD	Oh7B
Zm00001d014451	1	0.583519479	0.169234188	LMAD	ND246
Zm00001d014456	38	22.17374019	7.435861901	LMAD	ND246
Zm00001d014458	98	57.18490891	17.11610563	LMAD	ND246
Zm00001d014451	14	3.382829697	0.9810991	GShoot	ND246
Zm00001d014456	9	2.174676234	0.729267684	GShoot	ND246
Zm00001d014458	61	14.73947225	4.411694777	GShoot	ND246
Zm00001d014451	7	2.192397734	0.635846211	GRoot	ND246
Zm00001d014456	2	0.626399353	0.210060145	GRoot	ND246
Zm00001d014458	7	2.192397734	0.656210037	GRoot	ND246
Zm00001d014451	4	1.866216433	0.541246065	LMAN	Oh7B
Zm00001d014456	52	24.26081363	8.135752392	LMAN	Oh7B
Zm00001d014458	148	69.05000803	20.66746724	LMAN	Oh7B
Zm00001d014451	1	0.727493101	0.210989878	L3Tip	CH9
Zm00001d014456	3	2.182479303	0.731884407	L3Tip	CH9
Zm00001d014458	59	42.92209296	12.8470796	L3Tip	CH9
Zm00001d014451	3	1.603226668	0.464972932	GShoot	Oh7B
Zm00001d014456	3	1.603226668	0.537634698	GShoot	Oh7B
Zm00001d014458	16	8.550542229	2.559276333	GShoot	Oh7B
Zm00001d014451	10	1.917424777	0.556097673	L3Base	Ki44
Zm00001d014456	15	2.876137166	0.964499385	L3Base	Ki44
Zm00001d014458	92	17.64030795	5.279948503	L3Base	Ki44
Zm00001d014451	21	4.955776442	1.437290151	GShoot	NC230
Zm00001d014456	11	2.595882898	0.870517404	GShoot	NC230
Zm00001d014458	86	20.29508448	6.074553869	GShoot	NC230
Zm00001d014451	1	0.745827527	0.216307287	L3Tip	M37W
Zm00001d014456	12	8.94993032	3.001318015	L3Tip	M37W
Zm00001d014458	129	96.21175094	28.79729151	L3Tip	M37W
Zm00001d014451	0	0	0	Kern	NC222
Zm00001d014456	7	2.311036838	0.774995586	Kern	NC222
Zm00001d014458	30	9.904443589	2.964514693	Kern	NC222
Zm00001d014451	0	0	0	L3Tip	NC222
Zm00001d014456	63	39.97950384	13.40694294	L3Tip	NC222
Zm00001d014458	107	67.90169699	20.32376444	L3Tip	NC222
Zm00001d014451	1	0.522355637	0.151495254	LMAN	NC230
Zm00001d014456	20	10.44711274	3.50339126	LMAN	NC230
Zm00001d014458	93	48.57907423	14.54027963	LMAN	NC230
Zm00001d014451	1	0.497702831	0.144345369	LMAD	NC230
Zm00001d014456	66	32.84838683	11.01555561	LMAD	NC230
Zm00001d014458	85	42.30474061	12.6622989	LMAD	NC230
Zm00001d014451	4	1.609601991	0.466821923	LMAN	NC310
Zm00001d014456	92	37.02084579	12.41477055	LMAN	NC310
Zm00001d014458	222	89.33291048	26.73837488	LMAN	NC310
Zm00001d014451	3	2.250787334	0.652780549	L3Base	NC222
Zm00001d014456	13	9.753411781	3.270761831	L3Base	NC222
Zm00001d014458	43	32.26128512	9.656176331	L3Base	NC222
Zm00001d014451	20	4.644110112	1.346899684	GShoot	CI187-2
Zm00001d014456	12	2.786466067	0.934428594	GShoot	CI187-2
Zm00001d014458	66	15.32556337	4.587118638	GShoot	CI187-2
Zm00001d014451	3	1.201441178	0.348445817	GShoot	NC306
Zm00001d014456	5	2.002401964	0.671496299	GShoot	NC306
Zm00001d014458	26	10.41249021	3.116578932	GShoot	NC306
Zm00001d014451	7	2.674682652	0.775720027	GRoot	NC306
Zm00001d014456	4	1.528390087	0.512538594	GRoot	NC306
Zm00001d014458	14	5.349365305	1.601126999	GRoot	NC306
Zm00001d014451	21	6.289748657	1.824173044	L3Base	NC306
Zm00001d014456	14	4.193165771	1.406158877	L3Base	NC306
Zm00001d014458	65	19.46826965	5.827078615	L3Base	NC306
Zm00001d014451	2	1.616453284	0.468808957	L3Tip	NC306
Zm00001d014456	56	45.26069194	15.1779651	L3Tip	NC306
Zm00001d014458	60	48.49359851	14.51469575	L3Tip	NC306
Zm00001d014451	1	0.635460487	0.184298285	L3Tip	NC304
Zm00001d014456	23	14.61559121	4.901271365	L3Tip	NC304
Zm00001d014458	39	24.78295901	7.417826701	L3Tip	NC304
Zm00001d014451	0	0	0	Kern	NC304
Zm00001d014456	1	0.366461408	0.12289115	Kern	NC304
Zm00001d014458	8	2.931691264	0.877489154	Kern	NC304
Zm00001d014451	0	0	0	LMAN	NC306
Zm00001d014456	59	30.61196385	10.26558144	LMAN	NC306
Zm00001d014458	78	40.4700539	12.11315591	LMAN	NC306
Zm00001d014451	4	2.083756118	0.604337621	LMAD	NC306
Zm00001d014456	179	93.24808628	31.27031733	LMAD	NC306
Zm00001d014458	109	56.78235421	16.99561635	LMAD	NC306
Zm00001d014451	9	3.701394977	1.073490423	GShoot	Oh603
Zm00001d014456	9	3.701394977	1.2412458	GShoot	Oh603
Zm00001d014458	34	13.98304769	4.185288144	GShoot	Oh603
Zm00001d014451	0	0	0	Kern	M37W
Zm00001d014456	2	0.894939218	0.300113755	Kern	M37W
Zm00001d014458	10	4.474696089	1.339328371	Kern	M37W
Zm00001d014451	4	2.319281495	0.672645445	LMAN	CI187-2
Zm00001d014456	17	9.856946354	3.305481675	LMAN	CI187-2
Zm00001d014458	177	102.6282062	30.71781088	LMAN	CI187-2
Zm00001d014451	7	2.787122849	0.808330293	GRoot	Oh603
Zm00001d014456	6	2.388962442	0.801127579	GRoot	Oh603
Zm00001d014458	21	8.361368547	2.502654459	GRoot	Oh603
Zm00001d014451	7	3.981532468	1.154736795	L3Base	NC302
Zm00001d014456	12	6.82548423	2.288894779	L3Base	NC302
Zm00001d014458	61	34.6962115	10.384978	L3Base	NC302
Zm00001d014451	2	0.937007294	0.271753855	LMAN	NC346
Zm00001d014456	11	5.153540115	1.728216001	LMAN	NC346
Zm00001d014458	137	64.18499962	19.21131386	LMAN	NC346
Zm00001d014451	5	3.22299911	0.934744521	LMAN	Oh43E
Zm00001d014456	16	10.31359715	3.458617422	LMAN	Oh43E
Zm00001d014458	109	70.2613806	21.03004508	LMAN	Oh43E
Zm00001d014451	7	2.827973802	0.820178017	GShoot	Oh43E
Zm00001d014456	3	1.211988772	0.406434867	GShoot	Oh43E
Zm00001d014458	26	10.50390269	3.143939746	GShoot	Oh43E
Zm00001d014451	1	0.599371314	0.173831588	LMAD	NC360
Zm00001d014456	115	68.92770113	23.1145879	LMAD	NC360
Zm00001d014458	207	124.069862	37.13554685	LMAD	NC360
Zm00001d014451	4	2.164584995	0.627779871	L3Base	NC304
Zm00001d014456	3	1.623438746	0.544412725	L3Base	NC304
Zm00001d014458	51	27.59845868	8.260538366	L3Base	NC304
Zm00001d014451	3	1.967942909	0.570749103	GRoot	NC304
Zm00001d014456	1	0.65598097	0.219980204	GRoot	NC304
Zm00001d014458	7	4.591866787	1.374398919	GRoot	NC304
Zm00001d014451	7	3.514340039	1.019240151	L3Base	NC33
Zm00001d014456	6	3.012291462	1.010158103	L3Base	NC33
Zm00001d014458	39	19.5798945	5.860489226	L3Base	NC33
Zm00001d014451	7	3.277644331	0.950592903	GRoot	NC33
Zm00001d014456	2	0.936469809	0.314040848	GRoot	NC33
Zm00001d014458	14	6.555288662	1.962073829	GRoot	NC33
Zm00001d014451	2	1.186489064	0.344109357	LMAN	CI21E
Zm00001d014456	13	7.712178915	2.586243767	LMAN	CI21E
Zm00001d014458	44	26.1027594	7.812858247	LMAN	CI21E
Zm00001d014451	5	1.855006512	0.537994928	GRoot	A661
Zm00001d014456	10	3.710013024	1.244135823	GRoot	A661
Zm00001d014458	8	2.968010419	0.888359898	GRoot	A661
Zm00001d014451	0	0	0	Kern	NC33
Zm00001d014456	6	2.318558187	0.777517836	Kern	NC33
Zm00001d014458	12	4.637116374	1.387942644	Kern	NC33
Zm00001d014451	2	1.106429298	0.320890168	L3Tip	NC33
Zm00001d014456	8	4.425717194	1.484143928	L3Tip	NC33
Zm00001d014458	131	72.47111905	21.69144539	L3Tip	NC33
Zm00001d014451	2	0.690080878	0.200139466	LMAN	NC336
Zm00001d014456	23	7.935930102	2.6612777	LMAN	NC336
Zm00001d014458	165	56.93167247	17.04030903	LMAN	NC336
Zm00001d014451	0	0	0	LMAD	NC336
Zm00001d014456	21	16.56333995	5.554439956	LMAD	NC336
Zm00001d014458	112	88.33781306	26.4405307	LMAD	NC336
Zm00001d014451	4	1.297552311	0.376320276	GShoot	NC336
Zm00001d014456	4	1.297552311	0.435128206	GShoot	NC336
Zm00001d014458	59	19.13889658	5.72849344	GShoot	NC336
Zm00001d014451	1	0.931898612	0.270272219	L3Tip	NC336
Zm00001d014456	5	4.659493062	1.562539592	L3Tip	NC336
Zm00001d014458	65	60.57340981	18.1303232	L3Tip	NC336
Zm00001d014451	8	5.228748187	1.516458291	L3Base	NC336
Zm00001d014456	6	3.92156114	1.315077512	L3Base	NC336
Zm00001d014458	33	21.56858627	6.455727708	L3Base	NC336
Zm00001d014451	1	0.46062367	0.133591552	GShoot	NC358
Zm00001d014456	8	3.684989363	1.235744253	GShoot	NC358
Zm00001d014458	44	20.2674415	6.066280006	GShoot	NC358
Zm00001d014451	5	2.129897315	0.617719639	GRoot	NC358
Zm00001d014456	6	2.555876778	0.857101535	GRoot	NC358
Zm00001d014458	17	7.24165087	2.167509988	GRoot	NC358
Zm00001d014451	0	0	0	L3Tip	NC358
Zm00001d014456	52	59.81721645	20.05942872	L3Tip	NC358
Zm00001d014458	31	35.66026366	10.67352998	L3Tip	NC358
Zm00001d014451	7	2.476118299	0.718131757	L3Base	A661
Zm00001d014456	11	3.891043041	1.304843408	L3Base	A661
Zm00001d014458	48	16.97909691	5.082040379	L3Base	A661
Zm00001d014451	4	3.17882467	0.921932909	L3Base	NC358
Zm00001d014456	9	7.152355508	2.39850956	L3Base	NC358
Zm00001d014458	23	18.27824185	5.47088951	L3Base	NC358
Zm00001d014451	1	0.535791942	0.155392095	Kern	NC358
Zm00001d014456	5	2.678959711	0.898376831	Kern	NC358
Zm00001d014458	15	8.036879133	2.405531019	Kern	NC358
Zm00001d014451	1	0.40161387	0.116477341	LMAN	NC360
Zm00001d014456	52	20.88392127	7.003327051	LMAN	NC360
Zm00001d014458	91	36.54686221	10.9388992	LMAN	NC360
Zm00001d014451	8	3.172276066	0.920033662	GShoot	NC360
Zm00001d014456	12	4.7584141	1.595712307	GShoot	NC360
Zm00001d014458	59	23.39553599	7.00255492	GShoot	NC360
Zm00001d014451	16	5.125798151	1.486600392	GShoot	NC294
Zm00001d014456	9	2.88326146	0.966888484	GShoot	NC294
Zm00001d014458	38	12.17377061	3.643750556	GShoot	NC294
Zm00001d014451	3	1.735721352	0.503399464	LMAD	NC294
Zm00001d014456	111	64.22169001	21.5364487	LMAD	NC294
Zm00001d014458	68	39.34301731	11.7758208	LMAD	NC294
Zm00001d014451	7	3.076584006	0.892280744	L3Base	NC290A
Zm00001d014456	11	4.834632009	1.621271633	L3Base	NC290A
Zm00001d014458	56	24.61267205	7.36685784	L3Base	NC290A
Zm00001d014451	0	0	0	L3Tip	NC290A
Zm00001d014456	17	20.19508964	6.772330531	L3Tip	NC290A
Zm00001d014458	68	80.78035857	24.17849703	L3Tip	NC290A
Zm00001d014451	8	2.968520134	0.860939714	LMAN	NC294
Zm00001d014456	86	31.91159144	10.70140558	LMAN	NC294
Zm00001d014458	229	84.97388884	25.43366921	LMAN	NC294
Zm00001d014451	2	0.606204205	0.175813284	Kern	NC290A
Zm00001d014456	19	5.758939945	1.931234053	Kern	NC290A
Zm00001d014458	23	6.971348354	2.086605314	Kern	NC290A
Zm00001d014451	8	6.19791791	1.797539997	L3Tip	A661
Zm00001d014456	6	4.648438433	1.558832472	L3Tip	A661
Zm00001d014458	56	43.38542537	12.98576036	L3Tip	A661
Zm00001d014451	0	0	0	LMAD	NC290A
Zm00001d014456	42	38.30344594	12.84488462	LMAD	NC290A
Zm00001d014458	44	40.12741955	12.01060148	LMAD	NC290A
Zm00001d014451	9	3.375809806	0.979063169	LMAN	NC290A
Zm00001d014456	68	25.50611853	8.553359669	LMAN	NC290A
Zm00001d014458	249	93.39740463	27.95492506	LMAN	NC290A
Zm00001d014451	7	2.359601497	0.684339181	GRoot	NC290A
Zm00001d014456	4	1.348343713	0.452160869	GRoot	NC290A
Zm00001d014458	20	6.741718564	2.017874458	GRoot	NC290A
Zm00001d014451	11	4.384551222	1.271621584	GShoot	NC290A
Zm00001d014456	18	7.174720181	2.40600945	GShoot	NC290A
Zm00001d014458	34	13.55224923	4.056345175	GShoot	NC290A
Zm00001d014451	8	3.754640004	1.088932716	L3Base	NC328
Zm00001d014456	7	3.285310003	1.101713616	L3Base	NC328
Zm00001d014458	42	19.71186002	5.899988034	L3Base	NC328
Zm00001d014451	1	0.772139461	0.223938359	L3Tip	NC328
Zm00001d014456	64	49.41692551	16.57173894	L3Tip	NC328
Zm00001d014458	60	46.32836767	13.86661708	L3Tip	NC328
Zm00001d014451	0	0	0	Kern	NC328
Zm00001d014456	11	5.67241022	1.902216707	Kern	NC328
Zm00001d014458	6	3.094041938	0.926082592	Kern	NC328
Zm00001d014451	4	2.712533576	0.786697673	LMAD	NC33
Zm00001d014456	24	16.27520146	5.457814036	LMAD	NC33
Zm00001d014458	76	51.53813795	15.42596167	LMAD	NC33
Zm00001d014451	5	2.026377595	0.587696518	LMAN	NC328
Zm00001d014456	109	44.17503157	14.81389389	LMAN	NC328
Zm00001d014458	188	76.19179756	22.80508757	LMAN	NC328
Zm00001d014451	2	1.517654733	0.440155085	LMAD	NC328
Zm00001d014456	95	72.08859981	24.17458076	LMAD	NC328
Zm00001d014458	40	30.35309466	9.085032822	LMAD	NC328
Zm00001d014451	1	0.562941014	0.163265955	Kern	A661
Zm00001d014456	8	4.503528115	1.510237463	Kern	A661
Zm00001d014458	10	5.629410144	1.684947664	Kern	A661
Zm00001d014451	8	2.999025083	0.869786857	GShoot	NC328
Zm00001d014456	13	4.873415761	1.634277586	GShoot	NC328
Zm00001d014458	32	11.99610033	3.590571785	GShoot	NC328
Zm00001d014451	9	3.388202305	0.982657281	GRoot	NC328
Zm00001d014456	9	3.388202305	1.136218077	GRoot	NC328
Zm00001d014458	19	7.152871533	2.140937304	GRoot	NC328
Zm00001d014451	5	1.694985365	0.491585083	LMAN	NC33
Zm00001d014456	27	9.15292097	3.069389997	LMAN	NC33
Zm00001d014458	106	35.93368973	10.75536957	LMAN	NC33
Zm00001d014451	3	1.765125826	0.511927444	GShoot	NC33
Zm00001d014456	2	1.176750551	0.394617891	GShoot	NC33
Zm00001d014458	19	11.17913023	3.34604317	GShoot	NC33
Zm00001d014451	7	4.223939571	1.225040479	LMAN	NC358
Zm00001d014456	59	35.60177639	11.93889215	LMAN	NC358
Zm00001d014458	109	65.77277333	19.68655293	LMAN	NC358
Zm00001d014451	2	1.757588365	0.509741405	LMAD	NC358
Zm00001d014456	83	72.93991715	24.46006611	LMAD	NC358
Zm00001d014458	29	25.48503129	7.627965069	LMAD	NC358
Zm00001d014451	1	0.452254719	0.131164362	LMAN	Mp339
Zm00001d014456	29	13.11538685	4.398184726	LMAN	Mp339
Zm00001d014458	76	34.37135865	10.28774578	LMAN	Mp339
Zm00001d014451	0	0	0	LMAD	Mp339
Zm00001d014456	100	50.66351584	16.98977728	LMAD	Mp339
Zm00001d014458	71	35.97109625	10.76656577	LMAD	Mp339
Zm00001d014451	3	1.42441557	0.413113565	L3Base	Mo47
Zm00001d014456	5	2.374025951	0.796118696	L3Base	Mo47
Zm00001d014458	39	18.51740242	5.542473037	L3Base	Mo47
Zm00001d014451	0	0	0	L3Tip	Mo47
Zm00001d014456	18	14.36185678	4.81618269	L3Tip	Mo47
Zm00001d014458	60	47.87285593	14.32890031	L3Tip	Mo47
Zm00001d014451	2	0.713090889	0.206812903	Kern	A659
Zm00001d014456	32	11.40945423	3.826108059	Kern	A659
Zm00001d014458	9	3.208909002	0.960463634	Kern	A659
Zm00001d014451	15	5.016689757	1.454956426	GShoot	MoG
Zm00001d014456	8	2.67556787	0.897239393	GShoot	MoG
Zm00001d014458	41	13.71228533	4.104245835	GShoot	MoG
Zm00001d014451	0	0	0	Kern	Mo47
Zm00001d014456	4	1.288216741	0.431997566	Kern	Mo47
Zm00001d014458	17	5.474921149	1.638707318	Kern	Mo47
Zm00001d014451	10	3.999593468	1.159974904	L3Base	Mo
Zm00001d014456	4	1.599837387	0.536498118	L3Base	Mo
Zm00001d014458	59	23.59760146	7.063035457	L3Base	Mo
Zm00001d014451	0	0	0	Kern	MoG
Zm00001d014456	5	2.643894735	0.886617953	Kern	MoG
Zm00001d014458	5	2.643894735	0.791348319	Kern	MoG
Zm00001d014451	2	0.882981555	0.256085138	L3Tip	MoG
Zm00001d014456	16	7.063852436	2.368830462	L3Tip	MoG
Zm00001d014458	171	75.49492291	22.59650491	L3Tip	MoG
Zm00001d014451	2	0.753089651	0.218413472	LMAN	Mo18W
Zm00001d014456	38	14.30870336	4.798357936	LMAN	Mo18W
Zm00001d014458	121	45.56192387	13.63721157	LMAN	Mo18W
Zm00001d014451	9	4.718885861	1.368586387	GRoot	Mo18W
Zm00001d014456	1	0.524320651	0.175828522	GRoot	Mo18W
Zm00001d014458	11	5.767527164	1.726287687	GRoot	Mo18W
Zm00001d014451	3	2.355000165	0.683004688	L3Base	Mo18W
Zm00001d014456	2	1.57000011	0.526492324	L3Base	Mo18W
Zm00001d014458	26	20.41000143	6.108949844	L3Base	Mo18W
Zm00001d014451	5	3.265360582	0.947030331	L3Tip	Mo18W
Zm00001d014456	52	33.95975005	11.38824616	L3Tip	Mo18W
Zm00001d014458	45	29.38824523	8.796242213	L3Tip	Mo18W
Zm00001d014451	3	1.784401298	0.517517778	Kern	Mo18W
Zm00001d014456	1	0.594800433	0.199463592	Kern	Mo18W
Zm00001d014458	9	5.353203895	1.602275934	Kern	Mo18W
Zm00001d014451	0	0	0	LMAD	A661
Zm00001d014456	28	18.23935961	6.11648545	LMAD	A661
Zm00001d014458	55	35.82731352	10.72352994	LMAD	A661
Zm00001d014451	7	4.56285972	1.323335186	L3Base	Mo24W
Zm00001d014456	2	1.303674206	0.437181156	L3Base	Mo24W
Zm00001d014458	31	20.20695019	6.048174256	L3Base	Mo24W
Zm00001d014451	1	0.566254739	0.164227012	LMAN	Mo44
Zm00001d014456	51	28.87899167	9.684437179	LMAN	Mo44
Zm00001d014458	107	60.58925703	18.13506646	LMAN	Mo44
Zm00001d014451	6	2.632132352	0.763379452	GShoot	Mo44
Zm00001d014456	4	1.754754901	0.588448994	GShoot	Mo44
Zm00001d014458	36	15.79279411	4.726966212	GShoot	Mo44
Zm00001d014451	0	0	0	LMAD	NC222
Zm00001d014456	144	49.86198725	16.72098835	LMAD	NC222
Zm00001d014458	234	81.02572929	24.25193933	LMAD	NC222
Zm00001d014451	1	0.36688734	0.106405841	LMAN	NC222
Zm00001d014456	55	20.17880367	6.766869106	LMAN	NC222
Zm00001d014458	176	64.57217175	19.32719897	LMAN	NC222
Zm00001d014451	1	1.111112743	0.322248475	L3Tip	N28Ht
Zm00001d014456	32	35.55560779	11.92340972	L3Tip	N28Ht
Zm00001d014458	49	54.44452443	16.29587681	L3Tip	N28Ht
Zm00001d014451	3	2.041399768	0.592053297	L3Base	N28Ht
Zm00001d014456	11	7.485132482	2.510104789	L3Base	N28Ht
Zm00001d014458	49	33.34286287	9.979905081	L3Base	N28Ht
Zm00001d014451	0	0	0	Kern	N28Ht
