trait	p12	p13	p23	eff12	std12	eff13	std13	eff23	std23	Nhap1	hap1	Nhap2	hap2	Nhap3	hap3
X.51..alpha.ketoglutaric.acid..13.859.	0.18367824433457	0.432593526120723	0.805281850585883	-0.000681307601873698	0.000510286217938716	-0.000607259588899351	0.000770657676253774	-0.000216462077791538	0.000875966043410885	79	0.00720587620253165	90	0.00705554263333333	25	0.006104989
X.738..L.glutamine.2..14.083.	0.798366500035347	0.833274385950038	0.970590585978952	-2.59768372241023e-05	0.000101518775925235	-3.88469477479819e-05	0.000184051566396404	-5.26711912772593e-06	0.000142538118944061	78	0.000780884487179487	89	0.000737291415730337	25	0.00087023124
X.236..L.asparagine.2..14.984.	0.424924181477275	0.771627735993343	0.733791483479216	0.0121014769978361	0.015128912009583	-0.00215315131602233	0.00739806648258952	-0.0107688560620002	0.0315855649038628	79	0.0221545302278481	91	0.0414279859010989	25	0.01892062256
X.2724705..1.6.anhydro.glucose..15.326.	0.543777378126323	0.22381845943211	0.314994724081577	8.4599445167471e-05	0.000139055212320286	-0.000252637653242202	0.000206372642411831	-0.00024490431538696	0.000242621969446063	78	0.00170565169230769	90	0.00173229297777778	25	0.0014803154
X.6912..xylitol..15.376.	0.792616175695526	0.191392837701131	0.447058733283097	-7.81691651056601e-05	0.000296608522691642	-0.000467261646220857	0.00035424265110284	-0.000404358460581767	0.000528908340914864	58	0.00220045012068966	59	0.00212558862711864	18	0.00188051861111111
X.827..ribitol..15.66.	0.485738495495804	0.779788331835768	0.641643751421627	-0.000146885376563849	0.000210231177313895	9.04128241585048e-05	0.000322473205426779	0.00016830426000234	0.000360650779430552	77	0.0197293054935065	92	0.0196427399565217	25	0.01963043768
X.754..glycerol.1.phosphate..16.056.	0.73816910130191	0.168051203999665	0.585801878123903	0.00163661840423953	0.00488772443529578	-0.00401074900566799	0.00288820610103055	-0.00551119006177265	0.0100840543991331	79	0.0175613195696203	91	0.0204733248681319	25	0.012944777
X.439183..3.phosphoglyceric.acid..16.504.	0.839677722854207	0.881683525749698	0.715591611757916	9.95758455634179e-05	0.000491424302725659	0.000115901287474849	0.000776713714741193	0.000346122996208906	0.000947512713795348	79	0.00502964082278481	90	0.00474951972222222	25	0.00524528192
X.6262..L.ornithine.2..16.632.	0.77613686251147	0.951767527096215	0.688707878699413	0.000255988760367077	0.000898755128531554	0.00010246698642067	0.00168973663545061	0.000603828847606949	0.00150330431474373	79	0.00596510249367089	90	0.00595623165555556	25	0.00525469216
X.9750..citrulline.2..16.691.	0.186014013510689	0.3494957402098	0.306636529441313	0.00060823104468922	0.000457995489970272	-0.000574305038852713	0.000610950427709919	-0.000822504237166174	0.00080081890777387	79	0.00243084875949367	90	0.00283071652222222	25	0.00178203136
X.835..dehydroascorbic.acid..1..16.863.	0.608550231338029	0.355633533902262	0.638934592242424	-0.000135279999529176	0.000263639471472108	0.000288445324080628	0.000310804549708197	0.000247539816425458	0.000526142037751989	79	0.00190887079746835	91	0.00198018989010989	25	0.00203705936
X.204..allantoin.1..17.293.	0.959276212128801	0.445558873007147	0.527266009567486	0.000153783835146866	0.00300714350275968	-0.00313618231384286	0.00409477464771791	-0.00340706110974152	0.00537236007527143	79	0.0133261019113924	91	0.0144741723626374	25	0.01182821876
X.448388..D.allose.1..17.278.	0.622287206807437	0.340559747626833	0.287685310481068	-3.02598313033222e-05	6.13103647197391e-05	-0.000105665248951039	0.000110324213829642	-0.00010276838313526	9.61859930879078e-05	78	0.000879644256410256	90	0.000846270366666667	24	0.000879418958333333
X.5962..L.lysine.2..17.643.	0.0678130311512521	0.550489696551562	0.21352013233122	0.000396091750317149	0.000215455125176036	-0.000202040871075579	0.000337241536043192	-0.000447214486623563	0.00035741259006352	79	0.000997280569620253	90	0.00132681948888889	24	0.000825830041666667
X.637542..4.hydroxycinnamic.acid..17.854.	0.0669154678066832	0.188256948895798	0.880291648300519	0.000594763037536951	0.000322453638741154	0.000594533006854155	0.000448740748914734	8.88965519295825e-05	0.00058891398530459	79	0.00254986240506329	90	0.00293610387777778	25	0.00306152192
X.6057..tyrosine.2..17.871.	0.319763901469099	0.0114305538808336	0.0728242320735931	0.00169924019681977	0.00170269598658631	-0.00640802038326209	0.00248628911606349	-0.00514779555234044	0.0028420540448428	79	0.0209071528734177	90	0.0216375169888889	25	0.01677965056
X.128869..galactonic.acid.2..18.504.	0.479249322265047	0.851640921132646	0.995787953375762	3.43175819323346e-05	4.83924022941648e-05	-1.40307765355231e-05	7.48229667091234e-05	-4.08287626255208e-07	7.71640458664421e-05	78	0.000552490871794872	89	0.000567330157303371	25	0.00052504884
X.5460673..D.saccharic.acid..18.614.	0.692686975968152	0.939361283071367	0.427066195502859	6.25665965819175e-05	0.000158025930277669	2.15093583098885e-05	0.000282030277793496	0.000248459596050866	0.000311630978055449	79	0.00121714063291139	86	0.0012501113255814	25	0.001442006
X.3037582..mucic.acid..18.907.	0.258996310774924	0.540157813213312	0.902126015263889	0.000869313026325705	0.00076747424852081	0.000572832692756362	0.000931844542821583	-0.000172736636513614	0.00140142780350471	78	0.00472711178205128	91	0.00529748587912088	25	0.00507345688
X.1549111..caffeic.acid..19.755.	0.315624823560514	0.831454540245978	0.81000763672333	-0.000873836752992647	0.000868084465409892	0.00030379010193643	0.00142353895885807	0.000342598190390165	0.00142146990878251	79	0.0103702521139241	87	0.00894696785057471	24	0.0108019050416667
X.5280450..linoleic.acid..20.399.	0.182916794961333	0.046633661702105	0.0881405490464114	0.00025527557006594	0.000190804317159452	-0.000307312245480893	0.000152422012228449	-0.000639800166473666	0.00037166120734522	74	0.000826549783783784	84	0.0011716591547619	25	0.00065986144
X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65.	0.373657563122349	0.388336427120305	0.684426687387147	7.05858229315624e-05	7.91237439497556e-05	0.000117667605848995	0.000135803666263183	5.30166225757679e-05	0.000130096330302708	79	0.000264242746835443	89	0.000320970471910112	25	0.00030270732
X.439958..D.glucose.6.phosphate.1..21.394.	0.0192465115537188	0.138009396835276	0.511570252174501	-0.00243878322557878	0.0010316081877472	-0.00275305572346293	0.00184110297546874	0.0011318360920181	0.00171871745990851	79	0.0192861165822785	90	0.0163843917777778	25	0.01701691864
X.60961..adenosine..23.825.	0.908873383883011	0.736986648573267	0.851664873190964	-7.4065134329588e-06	6.4608617973053e-05	-2.75183735617351e-05	8.17073380210666e-05	2.27657657973685e-05	0.000121459517809816	79	0.00033960364556962	90	0.000328439088888889	25	0.00031290432
X.5460935..turanose.1..24.81.	0.544698845100847	0.828742399737205	0.532242710657294	-0.000311601109859224	0.000513272427825274	-0.00022780203913019	0.00105014466354157	0.000230824735428414	0.000368305737972174	74	0.00264160552702703	83	0.00194104444578313	24	0.00198739991666667
X.6255..maltose.1..24.702.	0.00395254967846989	0.371834027371749	0.675375995034517	-0.000665522869381456	0.00022765786028239	-0.000391616564172291	0.000436528864334872	0.0001568966018628	0.000373650429954288	79	0.0039640599113924	90	0.00352150993333333	25	0.00383665364
X.6255..maltose..2..24.915.	0.742284751677976	0.14476964284015	0.365827956222568	-0.000121352632512199	0.00036837233738697	-0.000737198594017925	0.000501284648130919	-0.000638164399352143	0.000702480883180273	75	0.00345238208	82	0.00359755602439024	23	0.0031010302173913
X.642609..trans.caftaric.acid.2..25.529.	0.0794652499733671	0.580327356544194	0.503988291558393	-0.00128679759532367	0.000728635058297046	-0.000774787710402659	0.00139616336922119	0.00063062595903865	0.000940212372336613	72	0.00229864368055556	80	0.00128167685	22	0.00138072209090909
X.6537496..chlorogenic.acid.1..26.37.	0.475499491853747	0.136821050413623	0.980605864759758	0.000565745753404907	0.000791026320793779	-0.0025236466019522	0.00168253611729163	2.5240173692604e-05	0.00103593284736885	79	0.00178544144303797	90	0.0017100818	25	0.00179498364
X.439451..galactinol.2..26.479.	0.728966179523872	0.438111598199181	0.856355619413479	-0.000760826301715575	0.00219201595077883	-0.00283493307756789	0.00364137735999657	-0.000608012549471031	0.00335109794083125	79	0.0166641980886076	91	0.0171148291978022	25	0.01554193876
X.2116..alpha.tocophereol..27.379.	0.133873299599852	0.0947846446991635	0.240937828382033	-0.000288225873374347	0.000191194617343164	-0.000543265936539795	0.000321462970816519	-0.000326185946927367	0.000276510541415525	66	0.00143174174242424	83	0.00117835714457831	22	0.000840758318181818
X.6537496..chlorogenic.acid.2..27.18._alt	0.493855543879765	0.511322362342363	0.677434382206677	-0.00206460309434725	0.00301087899533999	-0.00308536310344283	0.00468073887627564	0.0022338035427058	0.00535597320560718	79	0.0184652881898734	91	0.015783671	25	0.01843988968
X.5321515..stigmasterol..28.442.	0.0439063988513091	0.747660799762488	0.512111604336585	0.000160107018654875	7.86731220802896e-05	4.64364152596501e-05	0.000143775559318829	-0.000121258473872097	0.000184202808104413	59	0.000803814440677966	74	0.000902696945945946	17	0.000905531823529412
X.5321342..beta.sitosterol..28.848.	0.360005691488614	0.376804016058533	0.649982808816709	-0.000338674260995429	0.000368694940561813	-0.000547161632302937	0.000615325333677007	-0.000285373477394879	0.00062674388620584	60	0.00402515895	76	0.00357003873684211	18	0.00345602022222222
X.439242..Raffinose..29.282.	0.599450194096477	0.658346801860516	0.625325278789281	0.00214543668323236	0.00407716376461515	-0.00180903242380378	0.00407867109657221	-0.00380533957609581	0.0077710415850139	79	0.0164905531139241	91	0.0223376499120879	25	0.0118361132
X.750..glycine..10.456..s100	0.968950047280267	0.609234262139227	0.458194682141061	0.000831102348260295	0.0213189077194234	-0.0175242731005707	0.0341737672383586	-0.0253718601476532	0.0340826586323445	79	0.162148497227848	91	0.167031832483516	25	0.1574974294
X.5951..L.serine.2..11.174..s100	0.814180294648954	0.982805880103323	0.536861577111755	-0.00226435294077308	0.00961855545423829	-0.000449382614584906	0.0207986127177934	0.0125726839983889	0.0202951402668151	78	0.104485634987179	91	0.101445919186813	25	0.12154957028
X.92824..D.malic.acid..12.794..s100	0.979352838734091	0.933263079432597	0.51114198064963	-6.32181510174223e-05	0.00243897014115196	-0.000347555245124334	0.00413975587288403	0.00249953333014752	0.00379174070596102	78	0.0276808178076923	90	0.0272114417666667	25	0.0261300096
X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	0.486121720708351	0.0658601822624694	0.292073205585903	0.000532238012437021	0.000762376014560864	0.002024131389898	0.00108761867774154	0.00149002412907512	0.00140727028669365	75	0.0109464996933333	88	0.0114912995909091	24	0.0123702896666667
X.444212..trans.aconitic.acid..15.842..s100	0.599222195449243	0.317397163485045	0.56416099377122	0.000981591060918473	0.00186421722333594	-0.00292553695561761	0.00291113484311586	-0.00173715994543126	0.00300335151931339	78	0.015704074448718	91	0.0192545247362637	25	0.013241781
X.8742..shikimic.acid..16.433..s100	0.746270961051323	0.862321541996944	0.249494824560363	0.00101457577606987	0.00313038506422011	-0.00085252716229988	0.00490307413215528	-0.00643343800490116	0.00555736081501674	78	0.0345847654102564	91	0.0363130656263736	25	0.03247186572
X.311..citric.acid..16.615..s100	0.751967977172952	0.758465426248737	0.937031997711533	0.000594980838038055	0.00187938628662027	-0.000913739565967324	0.00296316985079537	-0.000245751255145406	0.00310363848396985	77	0.0228963896103896	90	0.0240260115444444	25	0.02072136704
X.6508..quinic.acid..17.076..s100	0.730371847044819	0.809922190522014	0.569550615656664	0.00283746467546157	0.00821930964171608	0.0020069591689604	0.0083210684005373	-0.00897193537638497	0.0157288465609124	77	0.0316406745324675	92	0.0353713591304348	24	0.0315082549583333
X.5984..fructose.1..17.18..s100	0.0203912900771509	0.376983362470141	0.765745078229164	-0.0155156668090667	0.00662584480639896	-0.00973678561087915	0.0109710407947121	0.0030445383277928	0.0101936436341572	78	0.0787341813461538	92	0.0693279773152174	25	0.0603242208
X.892..myo.inositol..19.354..s100	0.568468217364965	0.819352148904186	0.637817504666847	-0.00195782115034188	0.00342598091021981	-0.00114209250662199	0.00498747253395298	0.00294565604078993	0.0062401305769026	78	0.0531390349230769	91	0.0560561897582418	25	0.05213209064
X.5988..Sucrose..23.988..s100	0.675652345093444	0.850016163765407	0.733167881604463	-0.040571269977201	0.0967943679838658	0.0276929585047653	0.146065216279152	0.0535305304311443	0.156625948245183	79	0.925438640075949	91	0.901415005967033	25	0.90746573492
X.6537496..chlorogenic.acid.2..27.18..s100	0.324978187224668	0.0140571025371111	0.519526341234234	0.00245910120647717	0.00249044388907449	-0.011341198311843	0.00453093298598524	-0.00282801233143076	0.00437629888520518	73	0.00909205421917808	87	0.00873178522988506	25	0.01147785844
HN.X20KW	0.593902178373303	0.0965868743758026	0.172001948159151	-0.0492904681188825	0.0922709902853147	-0.278215207463669	0.165906560991675	-0.209390434337664	0.152337803542115	83	4.82108531409639	93	4.8356013204086	25	4.61593403544
HN.CL	0.114050509270359	0.381504701759894	0.960157298906972	-0.300381441412692	0.189186859149082	-0.276568955815199	0.314776113564831	0.0157379300065072	0.314382779423771	90	12.5283006772333	100	12.12121226855	26	12.2444801556538
HN.CW	0.771668242704765	0.0770433844440018	0.602063872015029	-0.105067175459994	0.361517195097197	-1.07033775357541	0.599577038393481	-0.312989163019208	0.598656306930939	87	13.6622874567471	99	13.2468129903232	26	13.4271145173077
HN.CD	0.446376549003691	0.729937158218112	0.506445010916262	0.243889005164178	0.3195884037868	-0.176822100075051	0.510891530091951	-0.342948577528937	0.514641299965449	87	22.4849193732184	99	22.4758818767677	26	23.0844703715385
LN.X20KW	0.789426871716116	0.61797644818596	0.690417616707057	0.0332045245822272	0.124125315208115	-0.0989089081361386	0.197652958312851	-0.0869271352625244	0.217672220692319	73	4.62123917626027	90	4.73797795482222	24	4.55072875620833
LN.CL	0.689883507126004	0.25863600110607	0.435885521059649	-0.0499522462749799	0.124993452702012	-0.249344816401152	0.219559273181175	-0.174464960699023	0.223182937818585	87	12.0881329536782	103	11.9223721447573	25	11.7802543284
LN.CW	0.0772098011048691	0.0314720298920466	0.149839908530979	0.400982301556414	0.225607640124594	-0.683726691930929	0.313679683839711	-0.603905347711445	0.416595789487954	87	12.5665000664368	97	12.6699813448454	25	12.40426767
LN.CD	0.198461432869743	0.502562104940042	0.34332422101957	0.367534946084366	0.284749352213858	-0.274518462470066	0.408059401960652	-0.483345598882508	0.507995567149887	87	22.4573831262069	97	22.6979144707216	25	22.9093349068
HN_LN.X20KW	0.760795333966982	0.154154796248112	0.272728259326597	-0.0071121307214125	0.0233191040676672	-0.0515754485150111	0.0358849312271571	-0.0433555588305487	0.0393197492459745	70	1.04498090981429	85	1.04343317722353	24	1.0172989555
HN_LN.CL	0.0883293655628237	0.903614004237373	0.344604727402769	-0.0208157544426365	0.0121479635834561	0.00222570687146218	0.0183355662920368	0.0209551120962541	0.0220847853363352	86	1.03686145190698	100	1.01736964108	25	1.0427122582
HN_LN.CW	0.116674946604439	0.755832386776704	0.357235305848055	-0.0349851184420793	0.0221871687199432	-0.0121160683057311	0.0388610343620086	0.0377797136779224	0.0408683681265405	84	1.08389013929762	93	1.04654935145161	25	1.0913057586
HN_LN.CD	0.98184527339367	0.472474847454118	0.646562905819941	-0.000197418863832103	0.00866303264533783	0.00937780819554386	0.013005128449319	0.00718121891738401	0.015619070235666	84	1.00040560746429	93	0.994116028043011	25	1.01167958476
canopy.HN.6.Jul	0.308685099673979	0.799801515704635	0.792121186250748	1.7658424378047	1.72919388443229	0.724185454115897	2.84767030124938	-0.889843872360045	3.36769606082845	79	33.9563999418608	88	35.7653098261818	22	35.5687987081818
canopy.HN.23.Aug	0.107836201279786	0.795987755789437	0.253502528525523	5.67021902928632	3.50675282197524	-1.62085532521375	6.25178937634059	-7.2768205564588	6.33768851554932	79	53.8000050767595	88	63.18379374125	22	53.5799086009091
canopy.HN.1.Sep	0.18022842914071	0.552706218862826	0.185389970169206	5.47637463557485	4.06905494788067	-4.31064142907403	7.23496114875849	-9.81531517650208	7.3628719049752	79	46.3540022867722	88	57.4391825816932	22	43.1457129713636
canopy.HN.22.Aug	0.167963721565009	0.704354590884206	0.223391862131172	4.75707654445332	3.43476874508757	-2.29612471515435	6.03320004491592	-7.55678105535361	6.16981646556416	79	48.7138700331519	88	57.6517329045568	22	48.4642191540909
canopy.HN.12.Aug	0.169245973959659	0.802319431563077	0.31903838923349	4.87629858675573	3.53153188842762	-1.56231454308958	6.22335930034613	-6.38406610349108	6.37650075499297	79	52.054261906481	88	60.6690992369545	22	51.1439798654545
canopy.HN.26.Aug	0.17048313505578	0.698079716024361	0.24768078831053	4.74168816380788	3.44406765439044	-2.39677764556894	6.16013808917481	-7.24254347042432	6.23031691511501	79	55.1278850789873	88	63.7178188663636	22	54.2436760154545
canopy.HN.3.Sep	0.193951395806201	0.478622556232145	0.176124308574154	4.11120222480313	3.15182425520034	-3.97284585736294	5.58532358272022	-7.84375982463601	5.75915652980308	79	37.9951485317848	88	46.5889399473864	22	36.5947265614545
canopy.HN.14.Aug	0.269396734003669	0.587753946298122	0.259073356935314	4.10825024294907	3.70697235105163	-3.56615698207556	6.55633662862634	-7.61515952975598	6.71100359509891	79	47.1935777756962	88	56.0863399859659	22	43.7794259943636
canopy.HN.20.Aug	0.155905869211674	0.780658811047048	0.323853895685939	5.19555190641611	3.64444960786847	-1.80698617592207	6.471009654615	-6.5846609532223	6.64294474841075	79	47.149221172038	88	57.2712992992955	22	45.9395132077273
canopy.HN.30.Aug	0.0882773754748248	0.618439067673366	0.178626024064773	6.2191149700432	3.62653636272668	-3.23157627701919	6.46720507201418	-8.74901495029784	6.46134497856569	79	46.9478449784684	88	57.4276414053636	22	44.3510877027273
canopy.HN.5.Sep	0.268100396957186	0.332040920511107	0.141271180333549	3.87562002632153	3.48757168695774	-5.90085681870568	6.05254081774003	-9.49680938661026	6.40706019419091	79	36.6371739231772	88	45.74898099	22	33.3568670290455
canopy.HN.16.Aug	0.133042341794904	0.703123682277142	0.229878704139378	5.55149486014095	3.67697276154151	-2.48342753957141	6.49693241531227	-8.1133742120974	6.71807770380101	79	45.6435847265063	88	56.2159145914659	22	46.3961404040909
canopy.LN.6.Jul	0.896428710315608	0.575246213012411	0.750278124467827	-0.193451409583768	1.48375295468662	-1.47246322889624	2.61890030297497	-0.957398117788588	2.99991480075909	81	29.2297250422222	85	28.5951132058353	21	28.7151013766667
canopy.LN.23.Aug	0.504704817355728	0.270695451087127	0.315294306811963	2.06998100261874	3.09596885209772	-6.37988743343645	5.75915541019729	-5.98683246473011	5.93230403388588	81	52.4878631315062	85	58.6230669068471	21	48.5666974966667
canopy.LN.1.Sep	0.372555301298657	0.226502121618588	0.26024044950107	3.16271584526127	3.53696392290812	-8.12193955313399	6.67294495533089	-7.81669514177292	6.90412287474764	81	44.7612471791605	85	52.8836419371059	21	40.2003755050952
canopy.LN.22.Aug	0.54533338449302	0.150690542094306	0.186084142848627	1.87003245872893	3.08559475139955	-8.17015938537094	5.64026540509222	-7.77527575376284	5.8403187901748	81	47.5027833437037	85	53.7294632913765	21	43.4598237004762
canopy.LN.12.Aug	0.678271073736039	0.120802300903805	0.173601966624239	1.32311912552254	3.18379293823613	-9.20763394908964	5.88287414140275	-8.13626917417166	5.93717248761452	81	52.1924645846049	85	57.4649504456588	21	46.626306997619
canopy.LN.26.Aug	0.470812227276476	0.153710494315314	0.239843251375174	2.16445990787145	2.99428373923542	-8.03348100079526	5.58736094532548	-6.61648674396988	5.59605182077263	81	52.7672126034568	85	59.3603299803059	21	48.9055282514286
canopy.LN.3.Sep	0.284211376290605	0.156308150998327	0.198853337302931	2.91758115319562	2.71532037369282	-7.2348389872739	5.06399810080451	-6.72054169266746	5.19638009606824	81	37.8609230109136	85	44.9506447392588	21	34.0918648738095
canopy.LN.14.Aug	0.652929803991524	0.247150172292775	0.31417098686432	1.51043279305803	3.35252072133539	-7.30711536299296	6.27586682135962	-6.42236101975339	6.34903656358294	81	49.0606166322716	85	55.2903622464588	21	45.0292152452381
canopy.LN.20.Aug	0.591458641616492	0.213016675024525	0.292525849551568	1.71233642463262	3.18397275621583	-7.39760879760134	5.90130244843159	-6.35459838035544	6.0055676286811	81	47.581875036716	85	53.5498313066118	21	42.3814624480476
canopy.LN.30.Aug	0.604645370089079	0.242500714186508	0.325079268546543	1.74667340996818	3.36706267839172	-7.56946848049761	6.43700332110372	-6.31653721147392	6.38749105110251	81	47.8795066843333	85	54.2316294560471	21	42.2770121295238
canopy.LN.5.Sep	0.375252352654344	0.0650400164560121	0.0791860110042499	2.84194680407682	3.19627345666333	-11.0620933735859	5.92772398075982	-10.5690406450341	5.95995068117605	81	37.247120053037	85	45.3210858725882	21	30.1701570080952
canopy.LN.16.Aug	0.563076970855239	0.219790913685653	0.220840169841242	1.80663545928615	3.11769727257473	-7.21835820881689	5.84453424621841	-7.06736171798448	5.7368774481131	81	46.7058412452222	85	52.7797069362588	21	43.4369529557143
ExG.HN.6.Jul	0.475935528370582	0.841044514738223	0.563026652190635	0.0053383952593286	0.00747099963466773	-0.00279214812826486	0.013883457874801	-0.0100031203995368	0.0172382401782645	79	0.254533529493671	85	0.258655101764706	20	0.25364044755
ExG.HN.23.Aug	0.359494858082636	0.338420787097086	0.217628093272798	0.0046745568595566	0.00508691901828671	-0.00829439534881878	0.00862121328927838	-0.0128602436215929	0.0103686372419172	79	0.315583377949367	88	0.322681553852273	22	0.323301880318182
ExG.HN.1.Sep	0.561523457465132	0.11418514547788	0.0630219170467934	0.00317892108832137	0.00546412763336404	-0.0156501308445036	0.00981710236092351	-0.0206234399739606	0.0109759320087626	79	0.245653065379747	88	0.251407572454545	22	0.244453329818182
ExG.HN.22.Aug	0.518561002238034	0.693407587276509	0.380271100580115	0.00281105047681376	0.00434488475199752	-0.00289487568225224	0.00732094728136217	-0.00771523901962515	0.00875627914434632	79	0.295945239518987	88	0.301813263659091	22	0.301379153227273
ExG.HN.12.Aug	0.695064641789416	0.294973901547262	0.250463518178574	0.00187927935859991	0.00478565576491786	-0.00842484777714509	0.00800063372210245	-0.0110365120520342	0.0095503768155434	79	0.350052977443038	88	0.357684701261364	22	0.354665090636364
ExG.HN.26.Aug	0.897326534780677	0.0347425159054653	0.0209514733031502	0.00119167486482415	0.00922049668859724	-0.0321720853312852	0.0150212311206274	-0.0421478023581481	0.0179798534787829	79	0.391159012898734	88	0.395307491261364	22	0.383098339636364
ExG.HN.3.Sep	0.192417735803667	0.105197297090417	0.22881208847667	-0.0131022728199777	0.0100100462108531	-0.0283749648796599	0.0173483142129213	-0.0225137129883942	0.0185989769721253	79	0.374337863594937	88	0.369892915602273	22	0.362429308227273
ExG.HN.14.Aug	0.8393163057349	0.709152014588637	0.501947472891846	0.000845430727442646	0.00416275261861003	-0.00255180256835096	0.00682110632813879	-0.00571972783971573	0.00848932718052375	79	0.265170773291139	88	0.271293841090909	22	0.271525947136364
ExG.HN.20.Aug	0.770117961978361	0.578693782159475	0.544304581006595	0.00165588423309576	0.00565707007418777	-0.00467798077535918	0.00839565104377712	-0.00727074545049278	0.0119526377289991	79	0.274758611037975	88	0.281654797761364	22	0.277454091681818
ExG.HN.30.Aug	0.932693327336946	0.165863680865545	0.118300382057171	0.000387271884324918	0.00457832753385109	-0.0117948046018437	0.00844757219024579	-0.0144448714585658	0.00917224441374829	79	0.284557884936709	88	0.288983390443182	22	0.283683189636364
ExG.HN.5.Sep	0.367727084798254	0.197030848769437	0.29256173381615	-0.00433691376299946	0.00480138143040154	-0.0113987672056245	0.00877455049838384	-0.00999701106572883	0.00945051251443143	79	0.253459914898734	88	0.253350416784091	22	0.247335177909091
ExG.HN.16.Aug	0.792348734461557	0.693009540603958	0.524804986178964	-0.00200831438257913	0.00761600001223234	-0.00448392074119953	0.0113240340666593	-0.0102315448015065	0.0160346690578488	79	0.509409775189873	88	0.517986299431818	22	0.518959049227273
ExG.LN.6.Jul	0.486824601586711	0.371355607041273	0.44239275111059	0.00468238006463379	0.00671776707879585	-0.010482512804185	0.0116707208212039	-0.0118353800794655	0.0153443382263594	80	0.2392022875	82	0.247347901219512	20	0.233885595
ExG.LN.23.Aug	0.623232104196937	0.594998694532932	0.804042454014916	0.00177427310311625	0.00360461111889703	-0.00359894956065759	0.00674758829598749	-0.0020073710056646	0.00806912547038827	81	0.292704746296296	85	0.294862728235294	21	0.297889185714286
ExG.LN.1.Sep	0.820200712440864	0.0538861327246141	0.107572145128038	-0.000965586717870399	0.00424138518399783	-0.0165672673485157	0.00848965099503833	-0.0142074198466335	0.00875041110049612	81	0.243479124691358	85	0.244861974705882	21	0.244527333333333
ExG.LN.22.Aug	0.887978823975041	0.300960439479444	0.618958200014496	0.000500214627213868	0.00354547326606276	-0.00707232960909092	0.00680081451459826	-0.00401865395762943	0.00805556915945189	81	0.274766071604938	85	0.276817650588235	21	0.275377757142857
ExG.LN.12.Aug	0.80927923111378	0.161590163493889	0.51298556604737	-0.000810807515577323	0.0033538679413892	-0.00879551679515653	0.00623573188640705	-0.00514333594174528	0.00783429533738038	81	0.32625262037037	85	0.329070932941176	21	0.330165047619048
ExG.LN.26.Aug	0.191913909627774	0.288545908916584	0.0560080597343865	0.00804381051493162	0.00613825870190322	-0.0117758866926566	0.0110347324058745	-0.0249114915830799	0.0128859510460424	81	0.35985455	85	0.368790990588235	21	0.368148723809524
ExG.LN.3.Sep	0.42464304076016	0.521771620657658	0.148404659580086	0.00538840244174133	0.00673191089922758	-0.00817263797364903	0.0127110984962449	-0.0191691996559202	0.0131627266439964	81	0.335786132098765	85	0.341670789411765	21	0.341148583333333
ExG.LN.14.Aug	0.492485786654217	0.161183076129467	0.17806197984671	0.00216433012969549	0.00314614147082465	-0.00845171584459763	0.0059861118939906	-0.00989977170583627	0.0072996784727924	81	0.242407575308642	85	0.246463426470588	21	0.242881045238095
ExG.LN.20.Aug	0.362662925653095	0.286369698347182	0.344791042108823	0.00359512819428554	0.00393816317390639	-0.00800490289077263	0.00746710065256528	-0.00846789627502166	0.00892120649059856	81	0.250771591975309	85	0.257628010588235	21	0.249690997619048
ExG.LN.30.Aug	0.383976625927625	0.127252466836186	0.123141307263242	0.00308955850613263	0.00353911295409781	-0.0109761533660451	0.00713565485664309	-0.0119763664850836	0.00770324087505014	81	0.260269040123457	85	0.264781130588235	21	0.261656316666667
ExG.LN.5.Sep	0.759868753909578	0.567160512631629	0.842956826328416	-0.00122792134915978	0.0040105519936474	-0.00437304478443368	0.00761586900779741	0.00162397083955153	0.00817614150395274	81	0.233419709876543	85	0.232530121176471	21	0.236383454761905
ExG.LN.16.Aug	0.645615056088808	0.427491085869345	0.0765423691425359	0.00254836276587582	0.0055311581187539	-0.00773770909149319	0.00971051463828408	-0.0208764546700703	0.0116665228138797	81	0.49743882654321	85	0.504657647647059	21	0.508357383333333
RGB.HN.6.Jul	0.540053784714541	0.809967035425768	0.541545769292921	0.0047866073096561	0.00779502543967281	-0.00353966506315352	0.0146785029256271	-0.0110994440337294	0.0181192258899343	79	0.326129300911392	85	0.328937135564706	20	0.3264460059
RGB.HN.23.Aug	0.370509848181366	0.350670123157328	0.234429057180478	0.00605956451307753	0.0067477261146817	-0.0108774779569187	0.0115981943298862	-0.0164592070324634	0.0137630227930335	79	0.462846844860759	88	0.471174644715909	22	0.473783972681818
RGB.HN.1.Sep	0.545725258615209	0.110072487466421	0.0589773092599374	0.00465276759913881	0.00768477004789852	-0.0223840558361491	0.0138790750239733	-0.0294567055365184	0.0154295191723411	79	0.366395379	88	0.374386041886364	22	0.364727719090909
RGB.HN.22.Aug	0.519280812301237	0.717260294987351	0.398207013889468	0.00387517322209719	0.00599997706486418	-0.00370033203102322	0.0101883756027103	-0.0102485341972571	0.0120814256031181	79	0.438973296075949	88	0.446731407829545	22	0.446854839
