trait	p12	eff12	std12	Nhap1	hap1	Nhap2	hap2
RGB.LN.6.Jul	0.393614388914832	-0.00795055941315819	0.00929694720673151	23	0.321177026086957	158	0.313906922151899
RGB.LN.23.Aug	0.994941287988998	4.06684378032145e-05	0.00640552618137096	23	0.43296595	163	0.432479062883436
RGB.LN.1.Sep	0.752829594238255	-0.00254537853595897	0.00807059829780319	23	0.367443745652174	163	0.364608078834356
RGB.LN.22.Aug	0.94878882732848	-0.000420896640769229	0.00654410046743042	23	0.410266086956522	163	0.410396599079755
RGB.LN.12.Aug	0.838379202786038	-0.00126181365596203	0.006177463969011	23	0.485132736956522	163	0.483427430674847
RGB.LN.26.Aug	0.726471573412442	-0.00386965696493363	0.0110446189275016	23	0.547460980434783	163	0.541115119325153
RGB.LN.3.Sep	0.620263015548619	-0.00609793217734668	0.0122860159938465	23	0.511588230434783	163	0.504552996625767
RGB.LN.14.Aug	0.274107869976526	-0.00625836638800622	0.00570509233110484	23	0.368892076086957	163	0.362556920858896
RGB.LN.20.Aug	0.612158336252399	-0.00368957547971539	0.00726471064619058	23	0.378147504347826	163	0.376128697546012
RGB.LN.30.Aug	0.667322205178085	-0.00283228584627306	0.00657859942012139	23	0.395617886956522	163	0.392823522392638
RGB.LN.5.Sep	0.634590562354403	0.00341849946381101	0.00718049425193663	23	0.344899208695652	163	0.34833134601227
RGB.LN.16.Aug	0.676198180996396	0.00424382233484704	0.010144556601119	23	0.731935489130435	163	0.735024382515337
NGR.HN.6.Jul	0.823177380480101	-0.0018320552786936	0.00818649424596152	23	0.144327327478261	160	0.14257352218125
NGR.HN.23.Aug	0.982714138021488	-0.000157929009481592	0.00727919544076894	23	0.145082817	165	0.145550839351515
NGR.HN.1.Sep	0.784759226387534	0.00198541458373662	0.00725865967621817	23	0.0848115207826087	165	0.0878950035939394
NGR.HN.22.Aug	0.944208688661661	0.000404613235229692	0.00577381683415659	23	0.120310438695652	165	0.121876540745455
NGR.HN.12.Aug	0.589608113971545	0.00354778698790661	0.0065656394374257	23	0.155004124304348	165	0.15937130289697
NGR.HN.26.Aug	0.897030237842171	-0.00131222327987995	0.01012567380541	23	0.143657791695652	165	0.143381134987879
NGR.HN.3.Sep	0.984309802800159	0.000274268099908763	0.0139272521498132	23	0.166390398478261	165	0.167945171533333
NGR.HN.14.Aug	0.429181018656923	0.00466294997490032	0.005884942541391	23	0.106082152391304	165	0.11096655430303
NGR.HN.20.Aug	0.531236900453958	-0.00491340394876262	0.00783247726593169	23	0.126092654391304	165	0.1215097386
NGR.HN.30.Aug	0.912707133584074	0.000734692289380037	0.00669263568732891	23	0.0980075538695652	165	0.100257953624242
NGR.HN.5.Sep	0.535246183342732	0.00473912313152572	0.0076290774789589	23	0.0945983373043478	165	0.100811019315152
NGR.HN.16.Aug	0.924595890132776	-0.00128342431704975	0.0135415593751752	23	0.372454869695652	165	0.369382344751515
NGR.LN.6.Jul	0.234068758832657	-0.00937484751255482	0.00785136139605629	23	0.139991534782609	158	0.131295459683544
NGR.LN.23.Aug	0.679548554427226	-0.00227418135075081	0.00549653841182172	23	0.114611620652174	163	0.112017337944785
NGR.LN.1.Sep	0.680481706810686	-0.00242450831075158	0.00587799629693982	23	0.0766125904347826	163	0.0734464196441718
NGR.LN.22.Aug	0.564168904398718	-0.0029629726096494	0.00512870489577638	23	0.0947525769565217	163	0.091908329601227
NGR.LN.12.Aug	0.54703114542464	-0.00319063449538665	0.00528819762417192	23	0.129705661521739	163	0.126059700521472
NGR.LN.26.Aug	0.509756344171276	-0.00434400800190837	0.00657659271684468	23	0.116159929347826	163	0.11018949309816
NGR.LN.3.Sep	0.199607081728659	-0.0120884216434471	0.00938997138594583	23	0.127653490869565	163	0.113947165018405
NGR.LN.14.Aug	0.226647231630599	-0.00577312252207947	0.00475872444260386	23	0.0824460506521739	163	0.0765424399079755
NGR.LN.20.Aug	0.684916807958156	-0.00241100090244856	0.00593234186352805	23	0.0890286113043478	163	0.0871283038282209
NGR.LN.30.Aug	0.344152749073468	-0.00509113366054768	0.00536770933111741	23	0.0756526219565217	163	0.0706541372453988
NGR.LN.5.Sep	0.607007340766359	0.0032083574175116	0.00622680270591643	23	0.0685442489130435	163	0.0714076989263804
NGR.LN.16.Aug	0.262256038815901	-0.0135292837402039	0.0120305172655172	23	0.319739354347826	163	0.302625562883436
GLI.HN.6.Jul	0.844519969667535	-0.00124041429790877	0.00631570662406227	23	0.17578812573913	160	0.17492214736875
GLI.HN.23.Aug	0.821612221014598	0.00105553384258936	0.00467472755097742	23	0.231514461434783	165	0.232573478242424
GLI.HN.1.Sep	0.801966795789522	0.00132154761506261	0.00526162901917317	23	0.180237103043478	165	0.182272390793939
GLI.HN.22.Aug	0.485633637593051	0.00278114820624193	0.00398052615902201	23	0.216423475956522	165	0.219671148836364
GLI.HN.12.Aug	0.35194337892528	0.00408876407381519	0.00438141752118456	23	0.254701820869565	165	0.259128849490909
GLI.HN.26.Aug	0.896595249240212	0.00110653174878974	0.00850234860866483	23	0.283888279478261	165	0.285338923351515
GLI.HN.3.Sep	0.870565417833628	0.00152015425525332	0.00931643996013235	23	0.269602414	165	0.272008983672727
GLI.HN.14.Aug	0.36721435577745	0.00342653629160316	0.00379065779781785	23	0.192675570217391	165	0.1963685516
GLI.HN.20.Aug	0.714759893610927	-0.00189520782217964	0.00517763295818328	23	0.204811912652174	165	0.203046700690909
GLI.HN.30.Aug	0.858149536286198	0.000780101554725353	0.00435853816477305	23	0.208460401434783	165	0.210122301115152
GLI.HN.5.Sep	0.602760325349826	0.00238047778987325	0.00456607610271065	23	0.18136431873913	165	0.184798676206061
GLI.HN.16.Aug	0.513076621121797	0.00451654873715433	0.00689199508358458	23	0.373595286086957	165	0.37799031290303
GLI.LN.6.Jul	0.266456568979889	-0.00615552812463364	0.00552164902286236	23	0.171383326086957	158	0.165629764810127
GLI.LN.23.Aug	0.974300756583788	-0.000110917966536998	0.00343831795115551	23	0.213820865217391	163	0.213427907668712
GLI.LN.1.Sep	0.772474515858714	-0.00121225472889466	0.00418635569104491	23	0.180294884782609	163	0.178853553067485
GLI.LN.22.Aug	0.923789914285434	-0.000329280692921616	0.00343737217830362	23	0.20178047173913	163	0.201688429141104
GLI.LN.12.Aug	0.796077951149074	-0.000843961258610773	0.00326096292368348	23	0.23991777173913	163	0.23882591595092
GLI.LN.26.Aug	0.720285104287684	-0.00205856811983411	0.00573998714682618	23	0.267435136956522	163	0.26402272392638
GLI.LN.3.Sep	0.595412010594767	-0.00341109007341583	0.00641240986160536	23	0.251310547826087	163	0.247334364110429
GLI.LN.14.Aug	0.266559425733485	-0.00339598227181656	0.00304719910803571	23	0.180927341304348	163	0.177450516871166
GLI.LN.20.Aug	0.640944891521694	-0.0017920998170633	0.00383613089575797	23	0.185747154347826	163	0.184745286196319
GLI.LN.30.Aug	0.656885723005092	-0.00155210007539189	0.00348823768587073	23	0.193332830434783	163	0.191753032822086
GLI.LN.5.Sep	0.608610524548153	0.00196796767082233	0.00383655489977897	23	0.168383665217391	163	0.170243332822086
GLI.LN.16.Aug	0.701675302090641	0.002007638659179	0.0052327586506953	23	0.365731163043478	163	0.367179430981595
MGR.HN.6.Jul	0.880810284706978	-0.00212195898733981	0.0141315450654054	23	0.264998883130435	160	0.26289485563125
MGR.HN.23.Aug	0.981694258164383	-0.000330855963812279	0.0143999167544008	23	0.288694165086957	165	0.289556780733333
MGR.HN.1.Sep	0.786538307100205	0.00392404240808077	0.0144688649324958	23	0.169337749304348	165	0.175436030375758
MGR.HN.22.Aug	0.945610717777324	0.000785303222549725	0.0114955906987374	23	0.240115399956522	165	0.243202036448485
MGR.HN.12.Aug	0.587720581348229	0.00708302705110087	0.0130418027169661	23	0.309051011434783	165	0.317720249472727
MGR.HN.26.Aug	0.894061959003971	-0.00267797077531939	0.0200820506873764	23	0.28602431326087	165	0.285357673854545
MGR.HN.3.Sep	0.986442754138858	0.000471363999688889	0.0277019686426587	23	0.331720907	165	0.334704271466667
MGR.HN.14.Aug	0.430359620968329	0.0092335719358231	0.0116832257593003	23	0.211407847086957	165	0.221058357933333
MGR.HN.20.Aug	0.527324604651185	-0.00985092901637655	0.015554773767833	23	0.251294197173913	165	0.242072533181818
MGR.HN.30.Aug	0.913652753171545	0.00144861681846728	0.0133411856635893	23	0.195647087478261	165	0.20010144890303
MGR.HN.5.Sep	0.537746336640917	0.00934596564429079	0.015137914600449	23	0.188374282608696	165	0.200611131751515
MGR.HN.16.Aug	0.918207193632466	-0.00275896371335453	0.0268292533710991	23	0.741842135652174	165	0.735441932848485
MGR.LN.6.Jul	0.306518426562306	-0.0141635113897775	0.0138108560809707	23	0.257855130434783	158	0.244823939873418
MGR.LN.23.Aug	0.685461514636935	-0.00442286192442681	0.0109025110581939	23	0.228062319565217	163	0.222967682638037
MGR.LN.1.Sep	0.681213344619818	-0.00482401626525816	0.011723804599857	23	0.152952940217391	163	0.146642052503067
MGR.LN.22.Aug	0.567089245203954	-0.00585988205619523	0.0102196316646133	23	0.189050073913043	163	0.183415126411043
MGR.LN.12.Aug	0.550762710267018	-0.00628811089858341	0.0105198664283519	23	0.258524247826087	163	0.251293686503067
MGR.LN.26.Aug	0.511728394277464	-0.00859022190250624	0.0130660193397938	23	0.231308598695652	163	0.219438237208589
MGR.LN.3.Sep	0.202135020237217	-0.0239420141929602	0.018702690751675	23	0.254438839347826	163	0.227241297730061
MGR.LN.14.Aug	0.228646288825991	-0.0114284893784784	0.00946114032428156	23	0.164282059347826	163	0.152576264631902
MGR.LN.20.Aug	0.69205047664689	-0.00467903359246729	0.0117946676887591	23	0.177350240434783	163	0.173666421840491
MGR.LN.30.Aug	0.34729417408629	-0.0100855745670541	0.0107031262461628	23	0.150943946521739	163	0.141036026766871
MGR.LN.5.Sep	0.601705945275412	0.00646958258301961	0.012373274554487	23	0.136512537173913	163	0.142270888840491
MGR.LN.16.Aug	0.266567201652336	-0.0266611125397741	0.023923282688674	23	0.636630847826087	163	0.602775833435583
VARI.HN.6.Jul	0.876253816807202	-0.00205326592387195	0.0131666811578338	23	0.22523774126087	160	0.22308463595
VARI.HN.23.Aug	0.959183571148125	-0.000666830875190981	0.0130117692552075	23	0.25122697473913	165	0.251599234157576
VARI.HN.1.Sep	0.785956478181071	0.0035969420837611	0.013225814365117	23	0.150494874	165	0.155851330127273
VARI.HN.22.Aug	0.978407334738028	0.00028208449532454	0.0104079757776363	23	0.213279363869565	165	0.21560331809697
VARI.HN.12.Aug	0.577043507675672	0.00653231645921001	0.0116918096053108	23	0.272529004434783	165	0.280104538830303
VARI.HN.26.Aug	0.85032329448149	-0.00330186641528437	0.0174726771694447	23	0.245684463782609	165	0.244021001454545
VARI.HN.3.Sep	0.987306150465242	0.000415794338483893	0.0260983781244971	23	0.302415697782609	165	0.304957638115152
VARI.HN.14.Aug	0.411478803988158	0.008665519337296	0.010526921930504	23	0.184661962956522	165	0.193351721921212
VARI.HN.20.Aug	0.488022009580371	-0.0100168993392368	0.0144156312969867	23	0.224658935521739	165	0.214924807575758
VARI.HN.30.Aug	0.900226626687578	0.00150996416573161	0.0120268757104494	23	0.171899007956522	165	0.175996661836364
VARI.HN.5.Sep	0.529486640066476	0.00893859624788686	0.0141884627200061	23	0.167350645043478	165	0.17872655129697
VARI.HN.16.Aug	0.877344833990792	-0.00429884716414835	0.0278148920044262	23	0.710786236347826	165	0.702158692563636
VARI.LN.6.Jul	0.31025294246791	-0.0136654783595812	0.0134287932020066	23	0.219682503913043	158	0.207239004746835
VARI.LN.23.Aug	0.674184756636048	-0.00421057646071634	0.00999909482209154	23	0.19258297173913	163	0.187423878006135
VARI.LN.1.Sep	0.656446061647681	-0.00476237426970874	0.010688463664987	23	0.134211101956522	163	0.127847120435583
VARI.LN.22.Aug	0.55323831749531	-0.00554145689138664	0.00932868820675177	23	0.163838238478261	163	0.158257161993865
VARI.LN.12.Aug	0.559618951326451	-0.00570965817018297	0.00976862668042619	23	0.222109423913043	163	0.215057359202454
VARI.LN.26.Aug	0.508457906861016	-0.00754351970175688	0.0113854868306328	23	0.192132769782609	163	0.181188551625767
VARI.LN.3.Sep	0.169385030261421	-0.0240310647859899	0.0174177639096576	23	0.226574027826087	163	0.199024284079755
VARI.LN.14.Aug	0.240784342283263	-0.0099542256754531	0.00845806878812354	23	0.138853266521739	163	0.128333421656442
VARI.LN.20.Aug	0.685543546948846	-0.00442304865326657	0.0109059777037888	23	0.152538131956522	163	0.148609936503067
VARI.LN.30.Aug	0.333143216161756	-0.00926158363815031	0.00954411047674726	23	0.12961942	163	0.120326782766871
VARI.LN.5.Sep	0.610859736472883	0.00586164637327601	0.0114994527470669	23	0.11743147673913	163	0.122452098484663
VARI.LN.16.Aug	0.239187652022047	-0.0297142492565559	0.0251621483323696	23	0.59277777173913	163	0.55463003190184
VEG.HN.6.Jul	0.590134746650305	-0.0169993680768453	0.0315025841455515	23	1.70931569804348	160	1.69344612173125
VEG.HN.23.Aug	0.749030042225374	-0.0323905674725304	0.101093891610801	23	3.68699569291304	165	3.63861682298182
VEG.HN.1.Sep	0.759279135165516	-0.0402703856490272	0.131222662813823	23	3.96970960973913	165	3.9018400814303
VEG.HN.22.Aug	0.833053777165981	-0.0235590667598496	0.11160799836824	23	4.36019306213043	165	4.3309185066303
VEG.HN.12.Aug	0.829288961909366	0.027485269913827	0.127292534930993	23	4.66742071134783	165	4.65798179210909
VEG.HN.26.Aug	0.710887359751277	-0.0568662733740989	0.153178797526899	23	4.59055173313044	165	4.51484336464848
VEG.HN.3.Sep	0.695109195119774	-0.0698263192209414	0.17787908426866	23	5.65361079673913	165	5.56309969746667
VEG.HN.14.Aug	0.913409566855583	0.0125108567640121	0.114895147793231	23	3.543633787	165	3.52316057798788
VEG.HN.20.Aug	0.124055984435253	-0.184256440549549	0.119254145596213	23	3.97533418134783	165	3.75506075941818
VEG.HN.30.Aug	0.887653720116647	-0.0174924772919211	0.123647350313522	23	4.19871556295652	165	4.17003855935758
VEG.HN.5.Sep	0.882454599949651	0.0158477101097835	0.107032216808408	23	3.52596224513043	165	3.51815200792727
VEG.HN.16.Aug	0.488880508878068	-0.17920819090917	0.258414447556166	23	8.17222560778261	165	7.92783974044849
VEG.LN.6.Jul	0.588469140850286	-0.018907851111261	0.0348820662343526	23	1.67241465217391	158	1.65583243670886
VEG.LN.23.Aug	0.819593375443468	0.0257486223942335	0.112734934164492	23	3.14935591304348	163	3.14520536809816
VEG.LN.1.Sep	0.889762791555146	0.0185114020432535	0.133367802358095	23	3.6832017173913	163	3.66406281288344
VEG.LN.22.Aug	0.905525554156705	0.0145710764801897	0.122599982591471	23	3.67868073913043	163	3.66977812269939
VEG.LN.12.Aug	0.930326914132779	-0.0121288398307561	0.138527748130038	23	3.98415986956522	163	3.92943627300613
VEG.LN.26.Aug	0.828255864008169	0.0297120885317261	0.136762599983002	23	3.9816075	163	3.9494252208589
VEG.LN.3.Sep	0.759183912803124	-0.0531850182320501	0.173231915943391	23	4.71498591304348	163	4.59917453374233
VEG.LN.14.Aug	0.768495610198353	-0.0315338859833302	0.106972325413794	23	2.98720380434783	163	2.92468742944785
VEG.LN.20.Aug	0.838800595281408	0.0226147117993205	0.11100839174724	23	3.15592667391304	163	3.14726656441718
VEG.LN.30.Aug	0.677817333537252	0.046311053639161	0.111293335458039	23	3.49292704347826	163	3.51085449079755
VEG.LN.5.Sep	0.472706812354935	0.0890414873030859	0.123739541015069	23	3.01479626086957	163	3.05824740184049
VEG.LN.16.Aug	0.998355858674443	0.000539122059247163	0.261268984406261	23	6.88461093478261	163	6.80015320552147
Woebbecke.HN.6.Jul	0.802899382086538	-0.051762918314677	0.207077140142363	23	3.92843628108696	160	3.89517332448125
Woebbecke.HN.23.Aug	0.777150903305091	0.233372375473956	0.823322839481906	23	10.9641079665217	165	11.0998637913879
Woebbecke.HN.1.Sep	0.964172047340965	-0.0590696131788933	1.31323266037614	23	18.7355491117391	165	18.3798401081212
Woebbecke.HN.22.Aug	0.645374225798423	0.455329301153531	0.987783539837139	23	15.4981019452174	165	15.7918862356364
Woebbecke.HN.12.Aug	0.729267289004866	-0.343644211116989	0.991385231516302	23	14.2962721869565	165	13.7859396691515
Woebbecke.HN.26.Aug	0.999859875613782	0.000197102417633244	1.12079192094782	23	20.2907742756522	165	20.1103604807273
Woebbecke.HN.3.Sep	0.981496434034766	0.0278465352387498	1.19901121720906	23	20.2943794326087	165	20.2093038632727
Woebbecke.HN.14.Aug	0.816526175996467	-0.247244478866487	1.06410572672434	23	12.9820577231739	165	12.6132396612788
Woebbecke.HN.20.Aug	0.875768330208947	0.152165926789119	0.971966093162946	23	12.937807532087	165	12.9263923514121
Woebbecke.HN.30.Aug	0.939799549311601	-0.0990212639280515	1.30936105079324	23	19.6278074991304	165	19.2755650232121
Woebbecke.HN.5.Sep	0.627988643226224	-0.518545952715366	1.06833373919355	23	16.1565968021304	165	15.3772995488727
Woebbecke.HN.16.Aug	0.486927294378189	0.525008235460976	0.753655588972766	23	9.85801833091304	165	10.4240379773636
Woebbecke.LN.6.Jul	0.320920522947299	0.199326839526086	0.200253046723331	23	3.85549230434783	158	4.04361932278481
Woebbecke.LN.23.Aug	0.709755037485921	0.257879817136922	0.691791509885792	23	11.9579638695652	163	12.1044880552147
Woebbecke.LN.1.Sep	0.603898564041978	0.660067189825753	1.27006075252047	23	19.2610682826087	163	19.8558480736196
Woebbecke.LN.22.Aug	0.784353339743123	0.254817073484874	0.929795941386937	23	16.8282670869565	163	16.9409571503067
Woebbecke.LN.12.Aug	0.901719296799159	0.10257236066014	0.829450450636811	23	14.8406115	163	14.8432843588957
Woebbecke.LN.26.Aug	0.553004042014026	0.561827392739817	0.945241822814218	23	19.9522895652174	163	20.3579793496933
Woebbecke.LN.3.Sep	0.619340974185336	0.522405533522719	1.04976337396683	23	21.9790680217391	163	22.4180081901841
Woebbecke.LN.14.Aug	0.530416932526926	0.60383233362947	0.960630335512169	23	13.9607311956522	163	14.3809728435583
Woebbecke.LN.20.Aug	0.976218872303065	-0.0244055583358802	0.817582642045072	23	14.3645600217391	163	14.1532157546012
Woebbecke.LN.30.Aug	0.337088440481854	1.12041647575698	1.16408316843295	23	19.4985545652174	163	20.3717157331288
Woebbecke.LN.5.Sep	0.431274282479871	-0.762414695752717	0.966578255714423	23	17.3705624130435	163	16.4109486165644
Woebbecke.LN.16.Aug	0.203027820171711	0.754796848707673	0.590794194667314	23	10.1244749782609	163	10.9312512822086
