Chr	WinCenter	tP	Tajima	nSites	pi
2	172862500	48.901661	-1.809817	21794	0.00224381302193264
2	172887500	NA	NA	23163	NA
2	172912500	NA	NA	22108	NA
2	172937500	NA	NA	13862	NA
2	172962500	NA	NA	22367	NA
2	172987500	40.95112	-1.986855	15495	0.00264286027750887
2	173012500	NA	NA	22610	NA
2	173037500	NA	NA	24595	NA
2	173062500	55.736942	-1.62418	14959	0.00372598047997861
2	173087500	64.451045	-1.854852	21642	0.00297805401534054
2	173112500	NA	NA	17944	NA
2	173137500	60.608367	-1.64569	18777	0.00322779821057677
2	173162500	NA	NA	12015	NA
2	173187500	38.913496	-1.52002	7310	0.00532332366621067
2	173212500	63.7647	-1.088236	10970	0.00581264357338195
2	173237500	NA	NA	12199	NA
2	173262500	NA	NA	11575	NA
2	173287500	27.719001	-1.498995	7670	0.00361395058670143
2	173312500	67.515823	-1.499299	14225	0.0047462792970123
2	173337500	34.450016	-1.971903	11102	0.00310304593766889
2	173362500	39.544831	-1.465235	11033	0.00358423194054201
2	173387500	NA	NA	20846	NA
2	173412500	NA	NA	17062	NA
2	173437500	NA	NA	16388	NA
2	173462500	NA	NA	17750	NA
2	173487500	NA	NA	14491	NA
2	173512500	NA	NA	23835	NA
2	173537500	57.673753	-1.613019	19899	0.00289832418714508
2	173562500	NA	NA	20846	NA
2	173587500	95.515212	-0.465623	12121	0.00788014289250062
2	173612500	NA	NA	15485	NA
2	173637500	83.763562	-1.682618	16039	0.00522249279880292
2	173662500	126.187194	-1.033952	17627	0.00715874476655131
2	173687500	56.671932	-0.691092	10159	0.00557849512747318
2	173712500	309.096612	0.544596	20364	0.0151785804360636
2	173737500	NA	NA	17036	NA
2	173762500	NA	NA	16754	NA
2	173787500	28.69117	-1.843152	11746	0.00244263323684659
2	173812500	212.107804	0.435081	16981	0.0124908900535893
2	173837500	NA	NA	13554	NA
2	173862500	206.324462	-0.624279	18510	0.0111466484062669
2	173887500	NA	NA	16064	NA
2	173912500	138.431048	-0.616817	10804	0.0128129440947797
2	173937500	69.367732	-1.28893	6862	0.0101089670649956
2	173962500	NA	NA	12448	NA
2	173987500	22.393793	-0.8808	4781	0.00468391403472077
2	174012500	NA	NA	13218	NA
2	174037500	NA	NA	12542	NA
2	174062500	NA	NA	13365	NA
2	174087500	121.528036	-0.908118	12227	0.00993931757585671
2	174112500	81.091771	-0.835787	7213	0.0112424471093858
2	174137500	NA	NA	17947	NA
2	174162500	NA	NA	23299	NA
2	174187500	NA	NA	16552	NA
2	174212500	NA	NA	4855	NA
2	174237500	NA	NA	6084	NA
2	174262500	NA	NA	4922	NA
2	174287500	32.274192	-1.531873	4032	0.0080045119047619
2	174312500	NA	NA	6582	NA
2	174337500	NA	NA	19350	NA
2	174362500	NA	NA	21565	NA
2	174387500	NA	NA	20663	NA
2	174412500	NA	NA	20355	NA
2	174437500	54.03747	-1.746699	17360	0.00311275748847926
2	174462500	100.963786	-0.848675	18520	0.00545160831533477
2	174487500	NA	NA	21944	NA
2	174512500	238.89892	-0.307779	21538	0.0110919732565698
2	174537500	NA	NA	15558	NA
2	174562500	NA	NA	20614	NA
2	174587500	107.523996	0.689522	13311	0.00807783006535948
2	174612500	NA	NA	12531	NA
2	174637500	NA	NA	18733	NA
2	174662500	NA	NA	19078	NA
2	174687500	184.496988	-0.830191	19893	0.00927446780274468
2	174712500	146.479848	-0.674948	15608	0.00938492106611994
2	174737500	56.356882	-1.645359	15115	0.00372853999338406
2	174762500	NA	NA	16026	NA
2	174787500	NA	NA	17428	NA
2	174812500	13.367436	-1.113703	2915	0.00458574133790738
2	174837500	1.604259	1.507012	185	0.00867167027027027
2	174912500	17.249998	-1.590367	2737	0.00630252027767629
2	174937500	NA	NA	16029	NA
2	174962500	NA	NA	16369	NA
2	174987500	NA	NA	12642	NA
2	175012500	NA	NA	12229	NA
2	175037500	9.831908	-1.840017	2713	0.0036239985256174
2	175062500	NA	NA	5797	NA
2	175087500	NA	NA	9843	NA
2	175112500	NA	NA	22246	NA
2	175137500	NA	NA	16841	NA
2	175162500	NA	NA	15561	NA
2	175187500	29.109354	-2.121651	15064	0.00193237878385555
2	175212500	NA	NA	11399	NA
2	175237500	135.806645	-1.146004	23271	0.00583587490868463
2	175262500	NA	NA	20203	NA
2	175287500	82.634784	-1.565539	9983	0.00827755023540018
2	175312500	105.254002	-1.650487	13925	0.00755863569120287
2	175337500	NA	NA	16815	NA
2	175362500	NA	NA	6434	NA
2	175387500	NA	NA	11951	NA
2	175412500	NA	NA	7136	NA
2	175437500	6.839789	-1.851966	2302	0.00297123761946134
2	175462500	NA	NA	6754	NA
2	175487500	27.501583	-1.481884	5425	0.00506941622119816
2	175512500	NA	NA	14532	NA
2	175537500	26.276619	-1.950744	11357	0.00231369366910276
2	175562500	77.992331	-1.207918	17111	0.00455802296768161
2	175587500	NA	NA	24377	NA
2	175612500	NA	NA	13192	NA
2	175637500	13.97	-1.245819	4108	0.00340068159688413
2	175662500	NA	NA	14607	NA
2	175687500	39.698704	-1.819361	7970	0.00498101681304893
2	175712500	NA	NA	11900	NA
2	175737500	164.609557	0.681367	11962	0.0137610397090787
2	175762500	NA	NA	16946	NA
2	175787500	NA	NA	16802	NA
2	175812500	104.408813	-0.446641	9724	0.0107372288153023
2	175837500	NA	NA	7125	NA
2	175862500	NA	NA	12636	NA
2	175887500	NA	NA	16661	NA
2	175912500	19.145444	-1.80596	12518	0.00152943313628375
2	175937500	NA	NA	23195	NA
2	175962500	NA	NA	24461	NA
2	175987500	NA	NA	18109	NA
2	176012500	24.916147	-2.009582	17905	0.00139157481150517
2	176037500	NA	NA	21542	NA
2	176062500	NA	NA	17236	NA
2	176087500	NA	NA	4671	NA
2	176112500	NA	NA	8192	NA
2	176137500	28.707302	-1.936332	13345	0.00215116538029224
2	176162500	NA	NA	20540	NA
2	176187500	NA	NA	17305	NA
2	176212500	NA	NA	22652	NA
2	176237500	4.399114	-1.542166	2197	0.00200232771961766
2	176312500	NA	NA	2787	NA
2	176337500	NA	NA	11926	NA
2	176362500	NA	NA	9362	NA
2	176387500	NA	NA	7117	NA
2	176412500	NA	NA	7002	NA
2	176437500	NA	NA	12012	NA
2	176462500	NA	NA	5660	NA
2	176487500	157.972425	0.401855	8898	0.0177537002697235
2	176512500	50.474175	-0.964237	5175	0.00975346376811594
2	176537500	NA	NA	7620	NA
2	176562500	NA	NA	19854	NA
2	176587500	26.24296	-2.103477	9382	0.00279716052014496
2	176612500	34.798198	-1.874454	10332	0.00336800212930701
2	176637500	NA	NA	12033	NA
2	176662500	NA	NA	22517	NA
2	176687500	90.939231	-1.39604	20072	0.00453065120565963
2	176712500	106.442907	-1.525893	21548	0.00493980448301467
2	176737500	NA	NA	22458	NA
2	176762500	NA	NA	16269	NA
2	176787500	NA	NA	20716	NA
2	176812500	NA	NA	15777	NA
2	176837500	33.744734	-1.610587	13455	0.00250796982534374
2	176862500	71.580538	-0.869916	18352	0.00390042164341761
2	176887500	NA	NA	17209	NA
2	176912500	NA	NA	10351	NA
2	176937500	NA	NA	24690	NA
2	176962500	NA	NA	16621	NA
2	176987500	68.255923	-0.198254	7122	0.00958381395675372
2	177012500	41.562851	-1.934822	5806	0.007158603341371
2	177037500	35.544505	-1.79469	6980	0.00509233595988539
2	177062500	93.921189	-0.282417	15800	0.00594437905063291
2	177087500	94.914421	1.468745	6252	0.0151814492962252
2	177112500	82.009398	-1.445893	10830	0.00757242825484765
2	177137500	38.681892	-1.646147	6983	0.00553943749104969
2	177162500	38.938269	-1.820602	6247	0.00623311493516888
2	177187500	20.397099	-1.048328	2761	0.00738757660268019
2	177212500	NA	NA	16007	NA
2	177237500	14.011686	-1.635987	4045	0.00346395203955501
2	177262500	40.859965	-1.84057	8003	0.00510558103211296
2	177287500	59.869098	-0.851626	6762	0.00885375598935226
2	177312500	NA	NA	17827	NA
2	177337500	44.479438	-1.616563	11220	0.00396429928698752
2	177362500	NA	NA	21771	NA
2	177387500	31.628156	-1.693535	13478	0.00234665054162339
2	177412500	188.045364	-0.537116	16384	0.0114773781738281
2	177437500	NA	NA	17758	NA
2	177462500	59.334306	-1.402855	7313	0.0081135383563517
2	177487500	NA	NA	6116	NA
2	177512500	NA	NA	12177	NA
2	177537500	NA	NA	3933	NA
2	177562500	NA	NA	8746	NA
2	177587500	NA	NA	7414	NA
2	177612500	NA	NA	7748	NA
2	177637500	NA	NA	9612	NA
2	177662500	125.867646	-0.474595	22979	0.00547750755037208
2	177687500	NA	NA	24596	NA
2	177712500	NA	NA	22751	NA
2	177737500	NA	NA	21684	NA
2	177762500	NA	NA	23955	NA
2	177787500	NA	NA	11707	NA
2	177812500	NA	NA	17883	NA
2	177837500	NA	NA	18029	NA
2	177862500	NA	NA	19372	NA
2	177887500	NA	NA	21631	NA
2	177912500	NA	NA	14415	NA
2	177937500	NA	NA	21931	NA
2	177962500	NA	NA	19645	NA
2	177987500	NA	NA	24495	NA
2	178012500	NA	NA	24605	NA
2	178037500	NA	NA	24096	NA
2	178062500	122.846421	-0.699772	20842	0.00589417623068803
2	178087500	NA	NA	9388	NA
2	178112500	NA	NA	6590	NA
2	178137500	NA	NA	14454	NA
2	178162500	6.246675	0.489469	551	0.0113369782214156
2	178187500	NA	NA	7908	NA
2	178212500	NA	NA	14897	NA
2	178237500	NA	NA	22966	NA
2	178262500	52.534505	-1.036949	16817	0.00312389278706071
2	178287500	33.712814	-1.25691	11847	0.00284568363298725
2	178312500	NA	NA	17457	NA
2	178337500	29.26088	-1.866652	12024	0.00243353958749168
2	178362500	63.237051	-1.748748	20141	0.0031397175413336
2	178387500	NA	NA	15291	NA
2	178412500	64.700322	-1.523098	16483	0.00392527585997695
2	178437500	NA	NA	17868	NA
2	178462500	161.235137	-0.605901	21342	0.00755482789804142
2	178487500	NA	NA	17808	NA
2	178512500	NA	NA	22315	NA
2	178537500	NA	NA	23402	NA
2	178562500	19.040846	-1.811703	8615	0.00221019686593151
2	178587500	68.128649	-1.340146	16092	0.00423369680586627
2	178612500	NA	NA	24089	NA
2	178637500	47.452391	-1.144527	12919	0.00367306997445623
2	178662500	NA	NA	14872	NA
2	178687500	179.78762	-0.247914	15285	0.0117623565587177
2	178712500	NA	NA	8704	NA
2	178737500	NA	NA	11176	NA
2	178762500	NA	NA	9796	NA
2	178787500	63.974676	-0.995869	6152	0.0103990045513654
2	178812500	180.286208	-1.082947	23717	0.00760156039971329
2	178837500	NA	NA	12063	NA
2	178862500	NA	NA	21330	NA
2	178887500	NA	NA	23708	NA
2	178912500	NA	NA	22025	NA
2	178937500	NA	NA	15121	NA
2	178962500	NA	NA	23441	NA
2	178987500	108.932988	-1.237947	19968	0.00545537800480769
2	179012500	52.803385	-1.757308	17524	0.00301320389180552
2	179037500	255.752432	-0.750072	23618	0.0108287082733508
2	179062500	114.184734	-1.560066	23031	0.00495787130389475
2	179087500	NA	NA	18764	NA
2	179112500	37.305784	-1.873846	9733	0.00383291729168807
2	179137500	NA	NA	18497	NA
2	179162500	185.400376	-0.478196	22983	0.0080668483661837
2	179187500	140.12523	0.607554	8728	0.0160546780476627
2	179212500	NA	NA	10360	NA
2	179237500	13.32974	-1.482965	2014	0.00661854021847071
2	179262500	46.662703	-0.58682	4282	0.0108974084539935
2	179287500	188.924307	-0.598546	13658	0.0138325016107776
2	179312500	NA	NA	18026	NA
2	179337500	104.981112	-0.483163	10127	0.0103664571936408
2	179362500	NA	NA	6389	NA
2	179387500	0.338157	-0.889556	163	0.00207458282208589
2	179412500	1.428108	-1.544701	506	0.00282234782608696
2	179437500	67.845459	-0.137378	6007	0.0112943997003496
2	179462500	172.978473	-0.88082	20403	0.00847809013380385
2	179487500	NA	NA	12922	NA
2	179512500	NA	NA	10472	NA
2	179537500	NA	NA	13942	NA
2	179562500	59.379143	-1.200826	6050	0.00981473438016529
2	179587500	NA	NA	7558	NA
2	179637500	1.190747	-0.73171	308	0.00386606168831169
2	179662500	NA	NA	13174	NA
2	179687500	NA	NA	11208	NA
2	179712500	NA	NA	8157	NA
2	179737500	30.269755	-1.75822	4039	0.00749436865560782
2	179762500	39.114775	-1.893421	5925	0.00660164978902954
2	179787500	NA	NA	6566	NA
2	179812500	NA	NA	7579	NA
2	179837500	NA	NA	12078	NA
2	179862500	39.050539	-1.667481	4923	0.00793226467601056
2	179887500	17.192925	-1.636507	3547	0.00484717366788836
2	179912500	NA	NA	6181	NA
2	179937500	NA	NA	9035	NA
2	179962500	10.899977	0.271946	890	0.0122471651685393
2	179987500	15.885149	-0.082818	1938	0.00819667131062951
2	180012500	NA	NA	19184	NA
2	180037500	NA	NA	15301	NA
2	180062500	2.037617	-1.655679	1135	0.00179525726872247
2	180112500	11.758677	1.489449	1249	0.00941447317854283
2	180212500	1.34511	-1.030698	901	0.00149290788013319
2	180237500	8.403763	0.059551	1543	0.00544637913156189
2	180262500	15.475271	0.476323	2196	0.00704702686703096
2	180337500	6.669515	-1.79564	1160	0.00574958189655172
2	180362500	NA	NA	9378	NA
2	180387500	100.45426	-0.349558	8763	0.0114634554376355
2	180412500	58.109241	-1.142159	10090	0.00575909226957383
2	180437500	NA	NA	12924	NA
2	180462500	NA	NA	5895	NA
2	180487500	67.463328	-1.2465	9445	0.00714275574377978
2	180512500	27.743133	-1.524179	5054	0.005489341709537
2	180537500	147.920839	0.056614	11353	0.0130292291905223
2	180562500	102.004903	-0.799959	14966	0.00681577595884004
2	180587500	55.004217	-1.556077	17372	0.0031662570227953
2	180612500	NA	NA	19732	NA
2	180637500	NA	NA	17911	NA
2	180662500	100.589496	0.00606	16757	0.0060028343975652
2	180687500	73.792597	-0.733922	9055	0.00814937570403092
2	180712500	NA	NA	14932	NA
2	180737500	NA	NA	18283	NA
2	180762500	22.939001	-1.302918	5016	0.00457316606858054
2	180787500	103.072845	-0.013201	7444	0.0138464326974745
2	180812500	NA	NA	21782	NA
2	180837500	108.413224	-1.462372	16230	0.00667980431300062
2	180862500	NA	NA	2083	NA
2	180887500	NA	NA	10048	NA
2	180912500	NA	NA	12962	NA
2	180937500	14.602295	-1.998984	6815	0.0021426698459281
2	180962500	NA	NA	14275	NA
2	180987500	NA	NA	16585	NA
2	181012500	123.651729	-1.438006	22540	0.00548587972493345
2	181037500	180.83529	-0.958663	23764	0.00760963179599394
2	181062500	NA	NA	24413	NA
2	181087500	94.63646	-1.465052	22223	0.00425849165279215
2	181112500	123.866843	-0.957836	17482	0.00708539314723716
2	181137500	85.079221	-1.561597	20720	0.00410614000965251
2	181162500	NA	NA	16587	NA
2	181187500	NA	NA	13148	NA
2	181212500	NA	NA	14304	NA
2	181237500	213.179623	0.027757	22289	0.00956434218672888
2	181262500	NA	NA	22621	NA
2	181287500	NA	NA	23922	NA
2	181312500	NA	NA	24811	NA
2	181337500	34.807564	-1.892861	17609	0.00197669169174854
2	181362500	76.857727	-1.893251	22667	0.00339073220982044
2	181387500	NA	NA	19825	NA
2	181412500	65.132433	-1.912651	23428	0.00278011067952877
2	181437500	50.685809	-1.976688	20991	0.00241464480015245
2	181462500	109.945873	-0.972085	19600	0.00560948331632653
2	181487500	10.085198	-0.95	3566	0.00282815423443634
2	181512500	13.174528	-1.410415	3622	0.00363736278299282
2	181537500	66.384872	-0.529442	12195	0.0054436139401394
2	181562500	3.440598	-1.505882	4306	0.000799024152345564
2	181587500	19.624896	-2.012712	7201	0.00272530148590474
2	181612500	150.951761	-0.017097	19230	0.00784980556422257
2	181637500	73.394592	-1.815233	24487	0.00299728803038347
2	181662500	17.560691	-1.971384	13189	0.00133146493289863
2	181687500	NA	NA	23689	NA
2	181712500	86.678235	-1.302217	22111	0.00392014088010493
2	181737500	NA	NA	13249	NA
2	181762500	43.812005	-1.804017	8511	0.00514769181059805
2	181787500	NA	NA	7509	NA
2	181812500	112.948029	-0.344545	13530	0.00834796962305987
2	181837500	NA	NA	23990	NA
2	181862500	NA	NA	21227	NA
2	181887500	170.685067	-0.315799	15299	0.0111566159226093
2	181912500	122.953122	-0.676163	13835	0.0088871067582219
2	181937500	26.454042	-2.182562	7351	0.00359869976873895
2	181962500	16.327906	-1.652313	3532	0.00462284994337486
2	181987500	NA	NA	14026	NA
2	182012500	63.066224	-1.08617	9683	0.00651308726634308
2	182037500	NA	NA	13248	NA
2	182062500	NA	NA	14917	NA
2	182087500	NA	NA	18782	NA
2	182112500	NA	NA	16749	NA
2	182137500	NA	NA	12415	NA
2	182162500	41.649229	-1.3308	6778	0.00614476674535261
2	182187500	206.237466	0.077094	12950	0.0159256730501931
2	182212500	36.55081	-0.992556	3704	0.00986792926565875
2	182237500	NA	NA	15752	NA
2	182262500	35.232418	-1.2184	4084	0.00862693878550441
2	182287500	NA	NA	7145	NA
2	182312500	NA	NA	4620	NA
2	182337500	15.449636	-1.483235	2712	0.00569676843657817
2	182362500	64.822529	-1.278609	7085	0.0091492630910374
2	182387500	NA	NA	19648	NA
2	182412500	51.570644	-1.742335	16974	0.00303821397431366
2	182437500	91.394661	-1.255599	19673	0.00464569008285467
2	182462500	NA	NA	3587	NA
2	182487500	81.185956	-1.45343	21674	0.00374577632186029
2	182512500	135.698084	-0.11414	20785	0.00652865451046428
2	182537500	13.591952	-1.321019	3531	0.00384932087227414
2	182562500	62.625332	-1.124706	16588	0.00377533952254642
2	182587500	36.777159	-1.70129	20150	0.00182516918114144
2	182612500	NA	NA	23145	NA
2	182637500	170.53121	0.709534	10335	0.016500358974359
2	182662500	5.942244	1.206771	352	0.016881375
2	182687500	NA	NA	920	NA
2	182762500	NA	NA	1909	NA
2	182787500	NA	NA	4751	NA
2	182812500	104.048692	-1.249051	8296	0.012542031340405
2	182837500	NA	NA	10136	NA
2	182862500	NA	NA	16687	NA
2	182887500	NA	NA	13905	NA
2	182912500	NA	NA	11960	NA
2	182937500	NA	NA	13428	NA
2	182962500	NA	NA	10817	NA
2	182987500	NA	NA	10649	NA
2	183012500	NA	NA	15664	NA
2	183037500	38.413214	-1.291459	5399	0.00711487571772551
2	183062500	NA	NA	13778	NA
2	183087500	NA	NA	24673	NA
2	183112500	NA	NA	23136	NA
2	183137500	96.742774	-0.996607	19282	0.00501725827196349
2	183162500	NA	NA	19785	NA
2	183187500	NA	NA	20431	NA
2	183212500	NA	NA	4923	NA
2	183237500	22.185757	-1.376943	3336	0.00665040677458033
2	183262500	NA	NA	4801	NA
2	183287500	NA	NA	14038	NA
2	183312500	NA	NA	10028	NA
2	183337500	54.452211	-1.08581	6689	0.00814056077141576
2	183362500	NA	NA	12463	NA
2	183387500	NA	NA	11298	NA
2	183412500	104.12644	-0.617764	9713	0.0107203171007928
2	183437500	106.820604	0.332047	8459	0.0126280416124837
2	183462500	133.261416	-0.826644	14740	0.00904080162822252
2	183487500	239.544151	-0.561768	17614	0.0135996452253889
2	183512500	NA	NA	15149	NA
2	183537500	18.117693	-0.127972	2090	0.00866875263157895
2	183562500	NA	NA	12700	NA
2	183587500	60.402867	-1.188171	4597	0.0131396273656733
2	183612500	NA	NA	9510	NA
2	183637500	110.951552	0.433699	8458	0.0131179418302199
2	183662500	NA	NA	20376	NA
2	183687500	NA	NA	18551	NA
2	183712500	NA	NA	7647	NA
2	183737500	83.48134	-1.235701	7046	0.0118480471189327
2	183762500	NA	NA	7523	NA
2	183787500	NA	NA	15125	NA
2	183812500	NA	NA	17659	NA
2	183837500	47.711064	-1.695208	13498	0.00353467654467328
2	183862500	146.940993	-0.897351	21395	0.0068680062164057
2	183887500	24.846096	-2.174742	13696	0.00181411331775701
2	183912500	50.12306	-0.876582	8905	0.00562864233576642
2	183937500	132.561509	-0.774699	15525	0.00853858351046699
2	183962500	NA	NA	15330	NA
2	183987500	35.846376	-2.029875	7920	0.00452605757575758
2	184012500	64.905773	-1.060837	13092	0.00495766674304919
2	184037500	NA	NA	11902	NA
2	184062500	22.20793	-1.586468	4230	0.00525010165484634
2	184087500	NA	NA	3513	NA
2	184112500	NA	NA	17855	NA
2	184137500	NA	NA	13266	NA
2	184162500	NA	NA	13893	NA
2	184187500	NA	NA	6459	NA
2	184212500	NA	NA	13293	NA
2	184237500	50.123375	0.151885	4239	0.0118243394668554
2	184262500	NA	NA	8218	NA
2	184287500	56.422866	0.12021	4890	0.011538418404908
2	184312500	NA	NA	8543	NA
2	184337500	NA	NA	12112	NA
2	184362500	NA	NA	5917	NA
2	184387500	NA	NA	10943	NA
2	184412500	NA	NA	17730	NA
2	184437500	NA	NA	15308	NA
2	184462500	NA	NA	13737	NA
2	184487500	NA	NA	16588	NA
2	184512500	NA	NA	15491	NA
2	184537500	64.895971	-1.056544	5192	0.0124992239984592
2	184562500	15.376335	-1.449364	2924	0.00525866450068399
2	184587500	NA	NA	3481	NA
2	184612500	NA	NA	14579	NA
2	184637500	NA	NA	10204	NA
2	184662500	NA	NA	6299	NA
2	184687500	NA	NA	6952	NA
2	184712500	NA	NA	5825	NA
2	184737500	NA	NA	17063	NA
2	184762500	NA	NA	11393	NA
2	184787500	NA	NA	6133	NA
2	184812500	NA	NA	15011	NA
2	184837500	NA	NA	7497	NA
2	184862500	NA	NA	11415	NA
2	184887500	53.505052	-0.708786	8912	0.00600370870736086
2	184912500	32.246437	0.317317	3411	0.00945366080328349
2	184937500	NA	NA	14776	NA
2	184962500	NA	NA	19808	NA
2	184987500	111.665247	-0.941532	11932	0.00935846857190747
2	185012500	103.622693	-0.620793	12229	0.00847352138359637
2	185037500	41.167552	-1.580681	11701	0.00351829347918981
2	185062500	130.427919	-1.404423	21005	0.00620937486312783
2	185087500	101.821875	-1.674832	21535	0.00472820408637102
2	185112500	NA	NA	7513	NA
2	185137500	149.849042	-1.546231	20439	0.00733152512353833
2	185162500	NA	NA	15629	NA
2	185187500	NA	NA	6403	NA
2	185212500	NA	NA	9389	NA
2	185237500	NA	NA	22794	NA
2	185262500	NA	NA	6490	NA
2	185287500	45.044914	-1.279154	4205	0.0107122268727705
2	185312500	NA	NA	6941	NA
2	185337500	41.259926	-1.706378	5650	0.0073026417699115
2	185362500	4.552056	-2.023959	2190	0.00207856438356164
2	185387500	NA	NA	11556	NA
2	185412500	NA	NA	10707	NA
2	185437500	NA	NA	16258	NA
2	185462500	37.720074	-2.092573	20228	0.0018647456001582
2	185487500	NA	NA	23376	NA
2	185512500	83.431524	-1.658608	18673	0.00446802998982488
2	185537500	56.343791	-1.746207	16757	0.00336240323446918
2	185562500	98.389704	-1.196654	17282	0.0056931896771207
2	185587500	NA	NA	21313	NA
2	185612500	NA	NA	24375	NA
2	185637500	110.450927	-1.496532	24626	0.00448513469503776
2	185662500	NA	NA	14997	NA
2	185687500	117.592412	-1.182428	16888	0.0069630750828991
2	185712500	NA	NA	19817	NA
2	185737500	99.538681	-1.762492	24544	0.00405551992340287
2	185762500	NA	NA	19630	NA
2	185787500	105.960527	-1.431157	22773	0.00465290155008124
2	185812500	NA	NA	20048	NA
2	185837500	NA	NA	21525	NA
2	185862500	331.10218	0.809465	20159	0.0164245339550573
2	185887500	109.995556	-0.718277	12983	0.00847227574520527
2	185912500	33.701534	-1.560723	8231	0.00409446409913741
2	185937500	NA	NA	15441	NA
2	185962500	NA	NA	15253	NA
2	185987500	NA	NA	13416	NA
2	186012500	NA	NA	5284	NA
2	186037500	NA	NA	8921	NA
2	186062500	15.994851	-1.128385	3050	0.00524421344262295
2	186162500	0.602997	-2.201825	1594	0.000378291718946048
2	186187500	NA	NA	20099	NA
2	186212500	NA	NA	10151	NA
2	186237500	59.219049	-1.171081	13384	0.00442461513747758
2	186262500	NA	NA	21580	NA
2	186287500	NA	NA	14380	NA
2	186312500	20.508074	-1.726121	5837	0.00351346136714065
2	186337500	NA	NA	11563	NA
2	186362500	NA	NA	23399	NA
2	186387500	141.110406	-1.423017	22478	0.00627771180710028
2	186412500	70.294188	-1.888042	20304	0.00346208569739953
2	186437500	72.414561	-1.768373	18223	0.00397380019755254
2	186462500	129.43069	-1.471651	21304	0.00607541729252723
2	186487500	133.158892	-1.448352	22876	0.00582089928309145
2	186512500	262.233313	-0.35275	23993	0.0109295758346184
2	186537500	74.774568	-1.344498	15576	0.00480062711864407
2	186562500	33.098898	-1.584512	9841	0.00336336734071741
2	186587500	NA	NA	22566	NA
2	186612500	71.204427	-1.335181	12287	0.00579510271018149
2	186637500	NA	NA	13269	NA
2	186662500	122.149462	-0.921825	22969	0.00531801393182115
2	186687500	NA	NA	20689	NA
2	186712500	65.844557	-1.713829	17050	0.00386185085043988
2	186737500	16.709367	-2.192754	5426	0.0030795
2	186812500	12.405735	-2.075086	3689	0.00336289915966387
2	186837500	95.572213	-1.384373	18541	0.00515464176689499
2	186862500	NA	NA	24306	NA
2	186887500	120.559518	-1.562894	20491	0.00588353511297643
2	186912500	42.018427	-1.250566	6893	0.00609581125779777
2	186937500	97.710399	-0.621494	12853	0.00760214728079048
2	186962500	53.522724	-1.568269	15998	0.00334558844855607
2	186987500	189.492956	-0.122324	15124	0.0125292882835229
2	187012500	NA	NA	18460	NA
2	187037500	18.48973	-1.527603	3486	0.00530399598393574
2	187062500	NA	NA	8710	NA
2	187087500	26.946236	-1.116015	2704	0.00996532396449704
2	187112500	139.162304	-0.597993	11098	0.0125394038565507
2	187137500	NA	NA	17678	NA
2	187162500	NA	NA	19392	NA
2	187187500	72.526749	-1.42821	16098	0.00450532668654491
2	187212500	60.086589	-1.464571	16550	0.00363060960725076
2	187237500	NA	NA	24528	NA
2	187262500	NA	NA	24728	NA
2	187287500	NA	NA	24107	NA
2	187312500	NA	NA	24219	NA
2	187337500	NA	NA	23261	NA
2	187362500	NA	NA	22041	NA
2	187387500	150.493736	-1.188263	22016	0.00683565297965116
2	187412500	45.755615	-1.838478	14287	0.0032026048155666
2	187437500	101.158304	-1.656063	23381	0.00432651742868141
2	187462500	46.967735	-0.742723	6803	0.00690397398206674
2	187487500	105.411687	1.022343	8415	0.0125266413547237
2	187512500	44.519549	-0.549582	4689	0.00949446555768821
2	187537500	4.126169	-1.886931	871	0.00473727784156142
2	187562500	NA	NA	6434	NA
2	187587500	NA	NA	10877	NA
2	187612500	NA	NA	6784	NA
2	187637500	NA	NA	6113	NA
2	187662500	NA	NA	3683	NA
2	187687500	NA	NA	22417	NA
2	187712500	NA	NA	24095	NA
2	187737500	NA	NA	19219	NA
2	187762500	NA	NA	5672	NA
2	187787500	85.944877	-0.904952	7815	0.0109974250799744
2	187812500	41.182469	-0.59054	5014	0.00821349601116873
2	187837500	NA	NA	13162	NA
2	187862500	NA	NA	18628	NA
2	187887500	NA	NA	17816	NA
2	187912500	81.705144	-0.636328	12385	0.00659710488494146
2	187937500	NA	NA	12370	NA
2	187962500	49.665101	-1.90986	11555	0.00429814807442665
2	187987500	54.803544	-1.376166	8868	0.00617992151556157
2	188012500	79.577732	-0.707622	16308	0.00487967451557518
2	188037500	71.088133	0.017361	5509	0.0129039994554366
2	188062500	NA	NA	5293	NA
2	188087500	136.957115	-0.547514	11381	0.012033838414902
2	188112500	NA	NA	19779	NA
2	188137500	NA	NA	22451	NA
2	188162500	NA	NA	23527	NA
2	188187500	16.540765	-2.030426	11533	0.00143421182693141
2	188212500	NA	NA	24282	NA
2	188237500	NA	NA	9881	NA
2	188262500	NA	NA	7375	NA
2	188287500	NA	NA	12120	NA
2	188312500	NA	NA	17942	NA
2	188337500	NA	NA	22556	NA
2	188362500	NA	NA	12453	NA
2	188387500	NA	NA	22285	NA
2	188412500	31.143076	-1.31408	5425	0.00574065917050691
2	188437500	NA	NA	5329	NA
2	188462500	NA	NA	1510	NA
2	188487500	NA	NA	3672	NA
2	188512500	NA	NA	9792	NA
2	188537500	NA	NA	15293	NA
2	188562500	156.753106	-1.574875	23431	0.00668998787930519
2	188587500	28.654687	-1.846118	15332	0.00186894645186538
2	188612500	80.27759	-1.329881	19491	0.00411870042583757
