trait	pval	eff	std	Nhap1	hap1	Nhap2	hap2	Nhap3	hap3
HN.Mn	0.639646173	1.229025786	2.621058566	120	73.26035251	69	74.48937829	15	76.1087745
LN.S	0.640120971	-0.001401861	0.002994293	130	0.15737027	77	0.155968408	16	0.17055483
canopy.HN.30.Aug	0.640229312	-1.58088723	3.377008834	109	52.9287507	66	51.34786347	17	44.31221408
LN.CW	0.646648707	0.092533736	0.201560297	124	12.57403869	71	12.66657242	17	12.17113206
VEG.LN.5.Sep	0.647632048	-0.04444237	0.097079444	110	3.034580355	63	2.990137984	17	3.216038882
HN_LN.DW	0.65005541	0.013565949	0.029858357	120	1.231058484	73	1.244624433	18	1.23984004
GLI.LN.30.Aug	0.650807398	0.001111959	0.002452649	110	0.192729695	63	0.193841655	17	0.181358218
X.827..ribitol..15.66.	0.651480267	8.16E-05	0.000180426	113	0.019594282	69	0.019675909	15	0.020192719
GLI.LN.16.Aug	0.652096556	0.001737796	0.003848277	110	0.367509605	63	0.369247402	17	0.358217138
CobWeight	0.652481335	0.228714974	0.507322877	157	15.90277658	91	16.13149155	21	14.57500599
G_CHL	0.653169133	-6.113865546	13.58431441	112	508.9785714	68	502.8647059	15	486.0133333
G_P	0.654836237	0.010341615	0.023096882	112	0.433571429	69	0.443913043	15	0.446666667
VEG.LN.6.Jul	0.654951968	-0.011235638	0.025100004	106	1.667803179	61	1.656567541	17	1.603933941
X.738..L.glutamine.2..14.083.	0.655989894	-3.97E-05	8.89E-05	112	0.000771067	67	0.000731391	16	0.000918824
NGR.LN.16.Aug	0.657822555	-0.003836839	0.008648726	110	0.30629488	63	0.302458041	17	0.299659226
MGR.LN.16.Aug	0.657963851	-0.007628802	0.017203885	110	0.609993552	63	0.60236475	17	0.59724295
GLI.LN.22.Aug	0.658024144	-0.001082113	0.002440758	110	0.202995454	63	0.20191334	17	0.192866374
LN.Ca	0.667213756	-0.004359863	0.010125968	127	0.331697571	75	0.327337708	18	0.34245062
X.204..allantoin.1..17.293.	0.668581238	-0.001092923	0.002549115	114	0.013327753	68	0.01223483	16	0.023038854
Woebbecke.LN.20.Aug	0.668865039	0.260041724	0.60703039	110	13.65186517	63	13.9119069	17	17.42099638
TasselBranchLength	0.67056194	-1.819514651	4.272671496	157	202.6648767	91	200.845362	21	191.3390663
GLI.LN.1.Sep	0.671440261	-0.001267814	0.002984202	110	0.180141728	63	0.178873913	17	0.172183121
ExG.LN.1.Sep	0.67872503	-0.001706872	0.004114401	110	0.245416281	63	0.24370941	17	0.234318862
canopy.HN.22.Aug	0.681481412	-1.298839932	3.159598532	109	54.17406026	66	52.87522033	17	44.62950619
MGR.LN.5.Sep	0.686411992	0.003535446	0.008743368	110	0.141260157	63	0.144795603	17	0.132364529
VEG.HN.1.Sep	0.688914644	-0.039881893	0.099470114	109	3.922735386	66	3.882853493	17	3.752670609
HN_LN.CL	0.688972997	-0.004238429	0.010574926	123	1.031681897	74	1.027443468	17	1.000327653
NGR.LN.5.Sep	0.689717544	0.001759415	0.004400101	110	0.070917038	63	0.072676454	17	0.066400189
ExG.LN.22.Aug	0.692138699	-0.001348001	0.003399174	110	0.27731617	63	0.275968168	17	0.262971288
HN_LN.LA	0.693134837	0.007951969	0.020125531	130	1.148919855	77	1.156871824	18	1.157710337
VEG.LN.12.Aug	0.693956997	-0.041449878	0.105176311	110	3.910385695	63	3.868935817	17	4.186934618
RGB.LN.23.Aug	0.698265993	0.001755101	0.004520439	110	0.43332748	63	0.435082582	17	0.419396115
RGB.LN.1.Sep	0.703406099	-0.002198668	0.005766089	110	0.367074692	63	0.364876025	17	0.351483212
canopy.HN.20.Aug	0.708143219	-1.277250534	3.406763509	109	53.00233728	66	51.72508675	17	43.5670081
NumberofTilleringPlants	0.70839153	-0.011581002	0.030930663	157	1.275220964	91	1.263639962	21	1.396115506
canopy.HN.1.Sep	0.713873149	-1.406188341	3.829383748	109	52.60516101	66	51.19897267	17	42.7680728
VEG.LN.20.Aug	0.715050104	-0.030965291	0.084688888	110	3.151428823	63	3.120463532	17	3.093146941
Woebbecke.HN.1.Sep	0.727354528	0.327106916	0.936827568	109	17.98803647	66	18.31514339	17	20.33197169
HN_LN.K	0.728751486	0.004138882	0.011920096	133	1.043303188	77	1.047442069	18	1.085005794
MGR.LN.3.Sep	0.732133977	0.004508933	0.013153249	110	0.228421933	63	0.232930866	17	0.234045301
Woebbecke.HN.23.Aug	0.733137173	0.194753981	0.570357824	109	10.64573368	66	10.84048766	17	14.00456402
LN.Fe	0.735530054	-0.304200507	0.89946713	132	75.05675821	76	74.75255771	18	76.56210954
X.835..dehydroascorbic.acid..1..16.863.	0.736692241	-7.78E-05	0.000230924	114	0.00198772	68	0.001909964	16	0.001798492
NGR.LN.3.Sep	0.737064955	0.002220604	0.006604174	110	0.114566825	63	0.11678743	17	0.117338247
VARI.LN.5.Sep	0.739084438	0.002713459	0.008134818	110	0.12151025	63	0.124223709	17	0.113776641
X.5460407..threonic.acid..13.652.	0.742385428	-0.000151049	0.000458883	113	0.00804076	68	0.007889711	16	0.008047447
NIRProtein	0.746309646	-0.043189236	0.13336114	154	14.10395297	90	14.06076373	20	14.57778018
RGB.HN.14.Aug	0.746548204	0.001673464	0.005170331	109	0.397594518	66	0.399267982	17	0.377544609
StandCount	0.751089359	0.021032443	0.066237317	157	7.630387941	91	7.651420384	21	7.436178973
RGB.LN.22.Aug	0.753076637	-0.001468424	0.004660957	110	0.412695245	63	0.411226821	17	0.393037062
MGR.HN.16.Aug	0.753773862	-0.005895819	0.018769125	109	0.736629769	66	0.73073395	17	0.745020407
HN.P	0.756621	-0.001086245	0.00350066	132	0.298205388	79	0.297119144	18	0.297925286
Woebbecke.LN.23.Aug	0.757016559	0.15581741	0.502872685	110	11.72490277	63	11.88072018	17	14.35102885
NGR.HN.16.Aug	0.759961684	-0.002897084	0.009468417	109	0.369960851	66	0.367063768	17	0.374014501
X20KernelWeight	0.761554119	0.026511231	0.087278453	156	4.537327349	90	4.563838581	21	4.557785278
GerminationCount	0.7624509	0.051587513	0.170495449	157	6.462775317	91	6.51436283	21	6.387396707
HN_LN.Mg	0.765177458	-0.009898265	0.033098052	131	1.368878554	74	1.358980289	18	1.299018117
RGB.HN.1.Sep	0.765404964	0.002136755	0.007150619	109	0.370511558	66	0.372648313	17	0.350079446
LN.Mn	0.76878804	0.793140349	2.694283553	115	54.97221197	66	55.76535232	13	60.70589684
VARI.LN.3.Sep	0.769036861	0.003612927	0.012286288	110	0.200170296	63	0.203783223	17	0.207987916
RGB.HN.26.Aug	0.773089811	0.003271274	0.01132912	109	0.579195317	66	0.58246659	17	0.570779633
VEG.LN.14.Aug	0.773520305	-0.023811274	0.082623463	110	2.908359782	63	2.884548508	17	3.119086059
VEG.LN.23.Aug	0.774524382	-0.024829428	0.086550884	110	3.121534118	63	3.09670469	17	3.339300441
Woebbecke.LN.1.Sep	0.778288195	-0.261914276	0.928915313	110	19.49907667	63	19.2371624	17	22.13612932
GLI.HN.3.Sep	0.78012921	-0.001806839	0.006463405	109	0.272118117	66	0.270311278	17	0.27680167
ExG.LN.23.Aug	0.786888727	0.000927711	0.00342656	110	0.294886472	63	0.295814183	17	0.283883306
VEG.LN.26.Aug	0.788255387	0.028501084	0.105966929	110	3.900490741	63	3.928991825	17	4.216406382
ExG.HN.3.Sep	0.792505382	-0.002352707	0.008931017	109	0.370778406	66	0.368425699	17	0.377099228
SeedSetLength	0.793057698	0.414885846	1.579874742	157	111.1429375	90	111.5578233	21	111.0225643
GLI.HN.22.Aug	0.793586702	-0.000740628	0.002826542	109	0.220924462	66	0.220183835	17	0.20656473
VARI.HN.20.Aug	0.794479636	-0.002578343	0.009883773	109	0.219771175	66	0.217192832	17	0.193802793
Woebbecke.LN.12.Aug	0.795835933	0.157373134	0.607362015	110	14.40671241	63	14.56408555	17	17.77634659
RGB.HN.3.Sep	0.80512435	-0.003100658	0.012549854	109	0.549399814	66	0.546299156	17	0.558353192
SecondaryBranchNumber	0.808031067	0.041038425	0.168737392	157	2.01918866	91	2.060227085	21	1.651847053
Woebbecke.LN.22.Aug	0.808908024	0.161717991	0.667766395	110	16.37107145	63	16.53278944	17	20.93845859
G_Mn	0.811407153	1.534161491	6.420750127	112	55.85714286	69	57.39130435	15	54.26666667
Woebbecke.HN.20.Aug	0.816430981	-0.160711148	0.691344703	109	12.61899259	66	12.45828144	17	15.62237492
Woebbecke.HN.14.Aug	0.816516961	-0.173882509	0.748361988	109	12.26935074	66	12.09546823	17	16.07952073
ExG.HN.14.Aug	0.81773608	0.000889377	0.003853803	109	0.26964729	66	0.270536667	17	0.254975317
GLI.LN.23.Aug	0.818822144	0.000557753	0.002431541	110	0.214023079	63	0.214580833	17	0.206641735
X.3037582..mucic.acid..18.907.	0.824016867	0.000145043	0.000651344	112	0.004914972	69	0.005060015	16	0.005812719
Woebbecke.LN.26.Aug	0.825812428	0.155157568	0.704032423	110	19.75051759	63	19.90567516	17	23.94701735
canopy.HN.5.Sep	0.828837545	-0.709944687	3.279307341	109	41.42404018	66	40.71409549	17	33.7657876
GLI.HN.14.Aug	0.830946839	0.000579952	0.002712808	109	0.196964203	66	0.197544155	17	0.186394909
ExG.HN.1.Sep	0.833530562	0.001069725	0.005082645	109	0.248758037	66	0.249827762	17	0.23433199
GDDDaystoTassel	0.834292232	2.821301756	13.47293188	157	914.1891192	91	917.010421	21	850.8539728
ExG.HN.22.Aug	0.83454577	-0.000827798	0.003957656	109	0.301030024	66	0.300202226	17	0.28119671
ExG.HN.26.Aug	0.83489288	0.001728542	0.008281698	109	0.391794399	66	0.393522941	17	0.385094966
GLI.HN.1.Sep	0.838310765	0.00075232	0.00368178	109	0.182848828	66	0.183601148	17	0.172272218
Woebbecke.HN.26.Aug	0.842359942	0.158423947	0.795502912	109	19.65695711	66	19.81538106	17	23.28933272
DaysToTassel	0.845440099	0.212602528	1.089542727	157	78.01255128	91	78.22515381	21	73.23682094
EarLength	0.849759709	-0.365418602	1.927216257	157	128.3220539	91	127.9566353	21	124.4172201
LN.N	0.850105698	-0.004018815	0.021240175	130	2.004377152	74	2.000358337	17	2.031726344
HN_LN.N	0.851975661	0.002612845	0.013985832	130	1.4103763	73	1.412989145	17	1.388457981
NGR.HN.20.Aug	0.855370545	-0.000985675	0.005400377	109	0.12400372	66	0.123018045	17	0.110151733
MGR.HN.20.Aug	0.856973143	-0.001935031	0.010721885	109	0.247026369	66	0.245091338	17	0.219474271
Woebbecke.HN.30.Aug	0.868658355	-0.157603511	0.951782273	109	18.96260293	66	18.80499942	17	22.006049
HN_LN.Ca	0.871761885	0.005363051	0.033183834	124	1.273757266	73	1.279120317	18	1.245476001
EarHeight	0.872100054	0.357429204	2.218033898	157	65.34818294	91	65.70561214	21	53.60223974
canopy.HN.3.Sep	0.873693782	-0.469906938	2.951970989	109	42.72678057	66	42.25687363	17	34.14854536
GLI.HN.26.Aug	0.874863091	0.000930861	0.005902805	109	0.285270132	66	0.286200993	17	0.28066992
X.33032..L.glutamic.acid.3..dehydrated...13.232..s100	0.882756062	9.89E-05	0.000669401	107	0.011329719	67	0.011428575	16	0.011582609
RGB.HN.23.Aug	0.891851725	0.000842758	0.006190161	109	0.470252831	66	0.471095589	17	0.436068898
X.444212..trans.aconitic.acid..15.842..s100	0.898810409	0.00022745	0.001786291	112	0.017313039	69	0.017540489	16	0.015605674
RGB.HN.22.Aug	0.902898176	-0.000667263	0.00546198	109	0.445721824	66	0.445054561	17	0.418036432
X.791..DL.isoleucine.2..10.225.	0.904109708	-8.42E-05	0.000697951	112	0.005182505	67	0.00509831	15	0.007692854
RGB.LN.12.Aug	0.907138593	0.000523854	0.004484795	110	0.485293215	63	0.485817069	17	0.466663921
VEG.LN.3.Sep	0.910526351	-0.014762588	0.131191644	110	4.566778286	63	4.552015698	17	4.933276
HN_LN.S	0.911664417	-0.002046041	0.018421477	129	1.184640368	76	1.182594327	16	1.147819084
LN.Mg	0.921963364	0.000535077	0.005455945	131	0.15488073	76	0.155415807	18	0.166613302
MGR.LN.30.Aug	0.923556967	0.000724634	0.007541688	110	0.145401223	63	0.146125856	17	0.112963657
NGR.LN.30.Aug	0.925670546	0.000353427	0.003783235	110	0.072852462	63	0.073205889	17	0.056582418
GLI.HN.12.Aug	0.930902369	-0.000271758	0.003129939	109	0.260359341	66	0.260087583	17	0.245181264
canopy.HN.16.Aug	0.939795412	0.26008181	3.43898251	109	51.40806754	66	51.66814935	17	41.82772572
X.236..L.asparagine.2..14.984.	0.940744614	0.000946642	0.012718566	114	0.029834897	68	0.030781538	16	0.036365462
RGB.HN.6.Jul	0.941333942	-0.000533892	0.007244714	107	0.329695161	63	0.329161269	17	0.311071248
LeafLength	0.941373598	-0.977019236	13.27236148	157	743.6901771	91	742.7131579	21	691.4357718
ExG.LN.12.Aug	0.948536696	0.00021643	0.003348689	110	0.328960541	63	0.329176971	17	0.315153574
G_Fe	0.948786357	-0.222437888	3.458595222	112	95.52678571	69	95.30434783	15	94.4
VARI.LN.26.Aug	0.948932309	-0.00051535	0.00803556	110	0.184565021	63	0.184049671	17	0.167025491
NGR.HN.14.Aug	0.955867256	-0.000230449	0.00415868	109	0.112482213	66	0.112251764	17	0.094466788
MGR.HN.14.Aug	0.958098068	-0.000434069	0.008250674	109	0.224059616	66	0.223625546	17	0.188220304
VARI.HN.14.Aug	0.960594158	-0.000365125	0.007380206	109	0.195906753	66	0.195541628	17	0.163381162
GLI.HN.6.Jul	0.962092995	-0.000207662	0.004363373	107	0.176114905	63	0.175907244	17	0.165704309
DaystoSilk	0.963199434	-0.05154026	1.116012503	157	79.57380894	91	79.52226868	21	74.89843757
HN_LN.Zn	0.964295085	-0.001929356	0.043033214	94	1.32066477	58	1.318735414	12	1.485078518
ExG.HN.23.Aug	0.965566113	0.000201689	0.004665789	109	0.321612964	66	0.321814653	17	0.296436359
G_Na	0.968147747	-6.47E-06	0.000161817	112	0.001803571	69	0.001797101	15	0.001733333
RGB.HN.12.Aug	0.968603258	0.000237379	0.006022963	109	0.523442782	66	0.523680161	17	0.494186588
X.119..gamma.aminobutyric.acid..GABA...13.326.	0.968976619	0.000146349	0.003758161	114	0.014603141	69	0.014749489	16	0.010799544
X.6057..tyrosine.2..17.871.	0.96940423	5.71E-05	0.001486202	113	0.0207036	68	0.020760678	16	0.0192255
ExG.HN.12.Aug	0.969797049	-0.000169007	0.004457756	109	0.355856568	66	0.355687561	17	0.334678552
HN.N	0.970211597	-0.000546278	0.014612492	133	2.816222134	78	2.815675856	18	2.804856111
ExG.HN.6.Jul	0.970619569	-0.000254757	0.006907478	107	0.258185563	63	0.257930806	17	0.242964805
NGR.LN.26.Aug	0.974043695	-0.000151266	0.004642823	110	0.112316369	63	0.112165103	17	0.100930166
VARI.HN.6.Jul	0.978113021	0.000249918	0.009097178	107	0.225567634	63	0.225817551	17	0.200295463
MGR.LN.26.Aug	0.982006164	-0.000208288	0.009222785	110	0.22361191	63	0.223403622	17	0.201102136
VARI.LN.30.Aug	0.987088682	0.000108332	0.006685409	110	0.124265737	63	0.124374069	17	0.096018531
GDDDaystoSilk	0.988783169	0.18580588	13.20403803	157	931.7325807	91	931.9183866	21	873.1284471
GLI.LN.12.Aug	0.989760417	3.04E-05	0.002364247	110	0.239889542	63	0.239919925	17	0.230358503
GLI.HN.23.Aug	0.990689072	-3.83E-05	0.003277063	109	0.234106001	66	0.234067708	17	0.216094687
NGR.HN.6.Jul	0.994175584	4.13E-05	0.005649128	107	0.144136127	63	0.144177421	17	0.129375791
X.439242..Raffinose..29.282.	0.995570606	1.95E-05	0.003515651	114	0.018682638	68	0.01870218	16	0.016551895
MGR.HN.6.Jul	0.997139595	-3.50E-05	0.009751233	107	0.26570885	63	0.265673844	17	0.238169161
